Participant,Event,Valence,E1,eBR,BR,E2
20,8,3,56,88,75,60
20,9,4,20,20,29,20
20,10,5,30,90,56,39
20,11,4,0,23,31,0
20,12,2,99,99,78,99
20,13,2,66,0,22,0
20,14,2,20,23,41,20
20,15,2,78,78,60,60
20,16,2,12,0,26,12
20,17,2,60,50,43,50
20,18,2,99,99,82,99
20,19,2,0,38,21,10
20,20,2,0,25,40,0
20,21,2,50,50,35,50
20,22,2,45,45,60,50
20,23,2,50,50,71,77
20,24,3,37,45,14,30
20,25,3,0,25,14,0
20,26,4,100,100,29,99
20,27,4,0,25,45,24
20,28,3,88,88,20,25
20,29,2,99,99,66,99
20,30,3,0,20,48,10
20,31,2,0,0,19,100
20,32,4,88,3,33,76
20,33,3,33,44,15,0
20,34,3,67,67,80,80
20,35,2,0,56,17,0
20,36,2,50,76,26,76
20,37,4,33,33,30,25
20,38,3,100,100,71,99
20,39,3,78,78,43,100
20,40,5,89,78,21,86
20,41,3,80,90,17,87
20,42,3,67,67,13,20
20,43,4,80,33,81,20
20,44,3,13,13,19,33
20,45,5,99,76,19,99
20,46,5,100,69,45,100
20,47,3,33,45,20,10
20,48,2,65,78,18,10
20,49,5,0,15,11,10
20,50,4,0,65,38,10
20,51,3,50,78,26,20
21,1,3,0,36,26,0
21,2,2,80,56,20,0
21,3,4,0,28,29,0
21,4,2,90,10,78,85
21,5,4,5,45,56,15
21,6,2,10,26,29,25
21,7,4,10,57,45,50
21,8,3,10,65,75,10
21,9,4,10,35,29,15
21,10,4,70,60,56,25
21,11,4,0,41,31,0
21,12,3,40,35,78,80
21,13,5,15,0,22,0
21,14,3,15,36,41,15
21,15,2,1,5,60,0
21,16,2,14,25,26,25
21,17,2,15,48,43,15
21,18,2,78,50,82,50
21,19,2,0,65,21,0
21,20,2,0,3,40,0
21,21,2,0,17,35,0
21,22,2,25,87,60,15
21,23,2,65,87,71,85
21,24,3,50,25,14,30
21,25,3,60,56,14,25
21,26,3,100,80,29,100
21,27,3,50,35,45,14
21,28,3,0,5,20,10
21,29,2,10,25,66,75
21,30,3,0,15,48,0
21,31,2,0,26,19,0
21,32,3,0,37,33,0
21,33,4,100,68,15,100
21,34,3,0,1,80,0
21,35,2,10,15,17,0
21,36,2,50,78,26,65
21,37,3,75,75,30,90
21,38,2,100,90,71,98
21,39,3,25,50,43,15
21,40,3,75,26,21,75
21,41,3,0,67,17,0
21,42,3,98,75,13,75
21,43,3,50,56,81,50
21,44,3,0,60,19,0
21,45,4,37,15,19,25
21,46,3,0,20,45,0
21,47,3,0,15,20,5
21,48,2,85,16,18,85
21,49,4,0,37,11,0
21,50,3,0,37,38,0
21,51,3,5,15,26,15
22,1,2,50,20,26,26
22,2,2,1,9,20,1
22,3,3,10,56,29,11
22,4,3,100,80,78,100
22,5,5,40,70,56,45
22,6,5,100,60,29,100
22,7,4,100,66,45,100
22,8,4,99,32,75,75
22,9,5,0,23,29,10
22,10,4,32,10,56,67
22,11,5,100,45,31,55
22,12,3,100,90,78,100
22,13,4,0,32,22,12
22,14,2,77,76,41,45
22,15,3,67,50,60,89
22,16,2,100,78,26,77
22,17,2,44,22,43,67
22,18,2,98,23,82,89
22,19,2,12,14,21,12
22,20,2,100,30,40,99
22,21,3,100,100,35,45
22,22,2,66,60,60,65
22,23,2,33,77,71,40
22,24,3,15,15,14,29
22,25,2,0,5,14,12
22,26,5,100,78,29,100
22,27,2,89,78,45,98
22,28,3,70,80,20,19
22,29,2,50,50,66,77
22,30,3,100,12,48,100
22,31,4,34,70,19,22
22,32,5,70,20,33,30
22,33,3,0,14,15,0
22,34,3,60,60,80,80
22,35,2,10,15,17,10
22,36,2,80,50,26,89
22,37,5,99,70,30,33
22,38,2,100,100,71,100
22,39,3,10,12,43,34
22,40,5,98,44,21,100
22,41,3,100,43,17,100
22,42,3,100,20,13,99
22,43,2,0,6,81,89
22,44,3,98,78,19,77
22,45,3,100,40,19,100
22,46,5,100,70,45,100
22,47,3,0,10,20,0
22,48,2,99,20,18,99
22,49,3,100,56,11,100
22,50,2,11,11,38,38
22,51,2,50,50,26,25
23,1,3,5,5,26,20
23,2,3,10,5,20,10
23,3,2,30,30,29,5
23,4,4,60,40,78,90
23,5,4,50,50,56,40
23,6,4,20,30,29,10
23,7,4,60,50,45,30
23,8,4,90,80,75,90
23,9,4,0,5,29,5
23,10,4,90,70,56,70
23,11,4,5,5,31,10
23,12,4,90,70,78,80
23,13,2,0,5,22,0
23,14,3,90,60,41,60
23,15,2,10,10,60,20
23,16,4,5,10,26,5
23,17,2,10,15,43,10
23,18,2,20,30,82,30
23,19,2,0,10,21,0
23,20,2,0,15,40,5
23,21,2,10,10,35,20
23,22,3,80,80,60,40
23,23,2,60,50,71,40
23,24,4,20,20,14,5
23,25,2,90,50,14,90
23,26,2,100,70,29,90
23,27,2,0,5,45,10
23,28,3,10,10,20,20
23,29,4,90,70,66,70
23,30,3,10,20,48,10
23,31,2,20,70,19,50
23,32,4,80,50,33,30
23,33,4,40,30,15,50
23,34,2,30,30,80,30
23,35,4,10,50,17,20
23,36,4,50,50,26,10
23,37,4,30,40,30,70
23,38,3,100,90,71,90
23,39,4,70,70,43,80
23,40,2,90,80,21,60
23,41,2,90,90,17,20
23,42,3,0,40,13,20
23,43,2,5,15,81,90
23,44,3,5,10,19,10
23,45,2,80,40,19,90
23,46,3,10,30,45,5
23,47,3,5,10,20,0
23,48,3,30,5,18,5
23,49,4,0,5,11,0
23,50,2,0,10,38,0
23,51,4,70,50,26,0
24,1,2,2,9,26,2
24,2,5,1,11,20,2
24,3,5,60,50,29,80
24,4,4,25,40,78,24
24,5,5,50,35,56,70
24,6,4,5,12,29,5
24,7,2,65,35,45,40
24,8,4,80,20,75,80
24,9,4,85,35,29,35
24,10,4,50,60,56,65
24,11,4,40,18,31,45
24,12,2,20,75,78,24
24,13,5,18,10,22,10
24,14,2,22,18,41,25
24,15,2,95,40,60,85
24,16,4,27,80,26,80
24,17,3,95,70,43,85
24,18,2,50,75,82,40
24,19,3,90,38,21,90
24,20,4,60,42,40,70
24,21,3,95,69,35,85
24,22,3,80,65,60,65
24,23,2,95,89,71,95
24,24,3,12,12,14,12
24,25,4,20,60,14,60
24,26,3,100,86,29,100
24,27,2,80,70,45,60
24,28,3,50,55,20,50
24,29,2,90,70,66,90
24,30,3,0,24,48,5
24,31,2,8,21,19,80
24,32,5,100,21,33,100
24,33,3,100,30,15,100
24,34,2,20,58,80,21
24,35,2,0,68,17,0
24,36,3,50,26,26,50
24,37,3,80,38,30,85
24,38,2,90,80,71,95
24,39,3,75,19,43,75
24,40,4,0,12,21,0
24,41,4,40,34,17,60
24,42,4,100,35,13,100
24,43,2,5,38,81,100
24,44,3,5,30,19,10
24,45,3,0,19,19,22
24,46,5,100,40,45,100
24,47,3,5,18,20,20
24,48,3,50,20,18,50
24,49,2,30,40,11,40
24,50,3,5,48,38,5
24,51,3,25,28,26,26
25,1,3,0,5,26,0
25,2,2,30,50,20,17
25,3,4,50,50,29,50
25,4,2,100,25,78,68
25,5,5,100,10,56,100
25,6,3,30,20,29,30
25,7,4,100,50,45,100
25,8,3,90,80,75,80
25,9,5,100,50,29,100
25,10,4,25,60,56,80
25,11,5,90,90,31,70
25,12,2,100,95,78,100
25,13,5,30,15,22,25
25,14,2,15,30,41,30
25,15,2,75,60,60,80
25,16,2,25,50,26,25
25,17,2,80,82,43,80
25,18,2,60,60,82,80
25,19,2,10,30,21,0
25,20,2,75,45,40,0
25,21,2,30,60,35,60
25,22,2,100,100,60,60
25,23,2,50,75,71,70
25,24,3,2,2,14,15
25,25,2,10,25,14,10
25,26,5,100,68,29,100
25,27,2,50,20,45,100
25,28,3,26,20,20,20
25,29,2,80,50,66,80
25,30,2,0,20,48,0
25,31,4,80,30,19,70
25,32,4,100,50,33,100
25,33,3,25,75,15,20
25,34,3,85,75,80,75
25,35,2,0,10,17,0
25,36,2,30,30,26,50
25,37,4,50,20,30,30
25,38,2,100,99,71,68
25,39,2,0,20,43,0
25,40,3,0,0,21,0
25,41,3,100,20,17,100
25,42,3,50,20,13,50
25,43,3,10,70,81,100
25,44,3,30,30,19,20
25,45,4,20,5,19,50
25,46,5,100,30,45,100
25,47,3,0,20,20,10
25,48,2,0,10,18,0
25,49,2,0,10,11,0
25,50,3,0,10,38,0
25,51,2,0,25,26,0
26,1,2,10,15,26,10
26,2,4,40,70,20,20
26,3,3,60,10,29,16
26,4,4,100,80,78,80
26,5,4,5,10,56,40
26,6,3,20,40,29,40
26,7,3,20,80,45,40
26,8,3,50,70,75,70
26,9,3,80,60,29,50
26,10,4,50,60,56,80
26,11,4,5,10,31,15
26,12,3,80,80,78,70
26,13,3,10,40,22,10
26,14,2,50,50,41,50
26,15,3,90,90,60,80
26,16,2,60,60,26,60
26,17,2,50,75,43,80
26,18,2,20,60,82,80
26,19,2,30,70,21,5
26,20,2,0,15,40,10
26,21,2,50,50,35,60
26,22,2,80,80,60,70
26,23,2,100,100,71,100
26,24,3,30,30,14,60
26,25,5,80,40,14,60
26,26,3,100,90,29,100
26,27,2,50,50,45,80
26,28,3,8,70,20,60
26,29,3,2,5,66,60
26,30,4,40,70,48,40
26,31,4,100,80,19,10
26,32,4,80,20,33,40
26,33,4,20,50,15,20
26,34,2,10,30,80,80
26,35,2,79,5,17,20
26,36,2,50,70,26,30
26,37,4,80,80,30,40
26,38,3,100,100,71,7
26,39,2,5,20,43,0
26,40,5,100,78,21,100
26,41,2,90,85,17,80
26,42,3,60,30,13,30
26,43,2,90,80,81,80
26,44,3,0,5,19,5
26,45,4,70,60,19,40
26,46,4,80,60,45,70
26,47,3,10,10,20,20
26,48,3,80,20,18,20
26,49,3,10,70,11,5
26,50,3,20,50,38,35
26,51,3,0,50,26,30
27,1,3,80,80,26,60
27,2,3,2,20,20,20
27,3,2,5,30,29,5
27,4,3,100,50,78,100
27,5,4,85,60,56,75
27,6,4,80,20,29,60
27,7,4,10,25,45,20
27,8,3,40,80,75,25
27,9,3,5,20,29,5
27,10,4,75,70,56,65
27,11,5,80,50,31,75
27,12,3,80,90,78,70
27,13,2,0,15,22,1
27,14,2,20,40,41,20
27,15,2,10,30,60,25
27,16,2,10,10,26,20
27,17,2,10,30,43,10
27,18,2,85,26,82,85
27,19,2,1,10,21,10
27,20,2,5,17,40,5
27,21,2,5,5,35,20
27,22,2,30,30,60,10
27,23,2,80,60,71,80
27,24,3,10,20,14,25
27,25,5,100,5,14,100
27,26,3,100,85,29,85
27,27,2,5,20,45,10
27,28,3,30,30,20,32
27,29,2,99,99,66,75
27,30,4,100,30,48,100
27,31,2,90,40,19,5
27,32,4,99,50,33,95
27,33,3,40,60,15,85
27,34,2,2,5,80,5
27,35,2,5,20,17,10
27,36,3,1,25,26,70
27,37,4,5,5,30,30
27,38,3,60,60,71,87
27,39,3,99,50,43,85
27,40,3,100,50,21,99
27,41,3,40,60,17,20
27,42,2,5,17,13,5
27,43,4,80,20,81,10
27,44,3,1,20,19,10
27,45,4,60,40,19,70
27,46,5,100,90,45,100
27,47,3,99,40,20,50
27,48,4,99,30,18,99
27,49,3,5,10,11,5
27,50,3,20,10,38,20
27,51,2,10,40,26,24
28,1,2,2,33,26,50
28,2,5,8,12,20,20
28,3,5,90,75,29,90
28,4,3,100,80,78,95
28,5,4,80,56,56,80
28,6,3,3,10,29,25
28,7,3,100,15,45,95
28,8,3,89,89,75,98
28,9,4,1,6,29,20
28,10,3,85,80,56,95
28,11,4,15,10,31,15
28,12,3,100,89,78,95
28,13,5,45,75,22,80
28,14,2,1,2,41,25
28,15,2,75,80,60,60
28,16,2,21,3,26,5
28,17,2,1,10,43,5
28,18,2,75,35,82,80
28,19,2,15,20,21,20
28,20,2,45,5,40,45
28,21,2,86,87,35,50
28,22,2,100,99,60,80
28,23,2,25,76,71,60
28,24,3,2,8,14,12
28,25,3,85,75,14,85
28,26,3,100,72,29,95
28,27,2,78,65,45,80
28,28,3,15,15,20,20
28,29,3,94,85,66,90
28,30,3,55,45,48,75
28,31,3,91,75,19,80
28,32,2,100,50,33,95
28,33,3,25,35,15,80
28,34,3,75,75,80,80
28,35,2,0,8,17,2
28,36,3,78,78,26,50
28,37,3,70,60,30,35
28,38,2,96,96,71,85
28,39,3,2,3,43,50
28,40,3,5,20,21,25
28,41,3,95,45,17,85
28,42,3,80,15,13,80
28,43,3,20,52,81,80
28,44,3,2,2,19,20
28,45,4,98,25,19,90
28,46,3,0,60,45,0
28,47,3,100,20,20,100
28,48,3,100,5,18,100
28,49,3,60,8,11,50
28,50,3,0,40,38,0
28,51,2,2,50,26,2
29,1,2,3,3,26,10
29,2,5,12,12,20,20
29,3,4,10,30,29,12
29,4,2,100,100,78,100
29,5,4,80,80,56,80
29,6,4,5,10,29,5
29,7,4,70,50,45,10
29,8,4,50,50,75,50
29,9,4,30,30,29,30
29,10,4,30,50,56,40
29,11,4,4,10,31,10
29,12,3,10,80,78,20
29,13,5,30,20,22,10
29,14,2,90,50,41,70
29,15,3,80,40,60,40
29,16,2,70,50,26,10
29,17,3,40,40,43,40
29,18,2,70,60,82,80
29,19,2,0,30,21,0
29,20,2,70,65,40,90
29,21,3,100,90,35,70
29,22,2,80,80,60,80
29,23,2,20,50,71,80
29,24,3,10,10,14,20
29,25,3,60,40,14,10
29,26,5,100,100,29,100
29,27,3,1,1,45,80
29,28,3,50,50,20,10
29,29,2,90,90,66,80
29,30,3,7,10,48,5
29,31,4,80,40,19,90
29,32,4,70,20,33,70
29,33,4,0,30,15,3
29,34,3,10,10,80,10
29,35,2,40,30,17,30
29,36,2,90,70,26,20
29,37,4,50,50,30,40
29,38,2,100,90,71,100
29,39,2,0,30,43,0
29,40,3,80,90,21,50
29,41,2,80,80,17,90
29,42,2,5,40,13,5
29,43,4,20,40,81,80
29,44,3,100,60,19,90
29,45,4,70,70,19,20
29,46,2,0,50,45,0
29,47,4,3,30,20,10
29,48,4,20,20,18,10
29,49,3,10,30,11,10
29,50,4,60,50,38,20
29,51,3,30,30,26,20
30,1,5,10,15,26,15
30,2,4,5,6,20,20
30,3,4,5,25,29,5
30,4,4,75,70,78,70
30,5,4,25,20,56,25
30,6,4,30,20,29,25
30,7,4,40,50,45,45
30,8,3,50,60,75,75
30,9,4,30,25,29,30
30,10,4,60,70,56,50
30,11,4,20,20,31,30
30,12,2,60,50,78,65
30,13,4,5,10,22,5
30,14,2,15,20,41,35
30,15,2,40,55,60,50
30,16,2,15,25,26,15
30,17,2,20,30,43,40
30,18,2,35,40,82,80
30,19,2,30,50,21,15
30,20,2,5,10,40,5
30,21,3,40,50,35,50
30,22,2,15,25,60,60
30,23,2,80,80,71,70
30,24,3,55,45,14,5
30,25,3,20,29,14,10
30,26,4,70,50,29,20
30,27,3,25,25,45,75
30,28,3,30,30,20,15
30,29,2,30,40,66,65
30,30,3,15,20,48,20
30,31,3,10,40,19,45
30,32,4,60,30,33,40
30,33,3,40,50,15,25
30,34,3,60,50,80,75
30,35,3,25,35,17,10
30,36,2,29,30,26,25
30,37,4,90,90,30,20
30,38,2,60,65,71,70
30,39,2,5,3,43,25
30,40,4,90,70,21,30
30,41,3,60,70,17,20
30,42,3,80,70,13,30
30,43,3,50,30,81,20
30,44,3,5,10,19,5
30,45,4,25,20,19,25
30,46,4,70,80,45,60
30,47,4,5,10,20,8
30,48,2,10,15,18,5
30,49,3,10,15,11,10
30,50,4,30,40,38,30
30,51,2,1,4,26,35
31,1,3,19,12,26,60
31,2,4,48,50,20,30
31,3,4,10,31,29,35
31,4,3,70,80,78,95
31,5,4,80,45,56,95
31,6,5,30,21,29,60
31,7,4,20,48,45,40
31,8,3,20,30,75,80
31,9,4,76,23,29,87
31,10,4,98,78,56,90
31,11,5,85,30,31,80
31,12,3,98,91,78,88
31,13,5,1,17,22,10
31,14,2,75,75,41,30
31,15,2,40,40,60,40
31,16,3,78,22,26,70
31,17,2,44,65,43,36
31,18,2,90,70,82,90
31,19,2,70,23,21,70
31,20,2,14,30,40,15
31,21,3,15,15,35,30
31,22,2,80,80,60,60
31,23,2,38,63,71,25
31,24,3,1,5,14,1
31,25,3,98,70,14,97
31,26,3,99,92,29,90
31,27,2,12,18,45,18
31,28,3,40,30,20,30
31,29,3,80,70,66,80
31,30,4,30,11,48,45
31,31,4,90,46,19,5
31,32,4,98,41,33,96
31,33,2,1,5,15,2
31,34,3,80,71,80,90
31,35,2,30,70,17,20
31,36,3,60,40,26,50
31,37,4,70,67,30,50
31,38,3,99,94,71,87
31,39,3,13,30,43,5
31,40,5,41,21,21,40
31,41,2,3,19,17,3
31,42,3,33,48,13,11
31,43,4,80,67,81,15
31,44,3,50,46,19,40
31,45,3,31,33,19,18
31,46,5,96,70,45,88
31,47,5,80,31,20,80
31,48,3,88,37,18,80
31,49,3,1,18,11,20
31,50,5,50,60,38,38
31,51,3,35,35,26,30
32,1,3,2,2,26,2
32,2,2,12,35,20,24
32,3,4,0,50,29,10
32,4,4,100,70,78,100
32,5,4,1,10,56,46
32,6,4,50,43,29,50
32,7,3,0,76,45,1
32,8,3,80,40,75,80
32,9,4,43,43,29,60
32,10,4,45,57,56,80
32,11,4,34,34,31,90
32,12,3,0,76,78,10
32,13,4,32,10,22,10
32,14,2,40,12,41,40
32,15,2,90,50,60,90
32,16,2,76,100,26,80
32,17,3,50,50,43,67
32,18,2,80,50,82,80
32,19,2,1,70,21,0
32,20,2,14,2,40,12
32,21,2,100,100,35,100
32,22,2,70,70,60,56
32,23,2,80,70,71,80
32,24,3,5,5,14,12
32,25,4,98,34,14,98
32,26,3,100,65,29,100
32,27,3,50,24,45,45
32,28,3,20,20,20,20
32,29,2,90,80,66,100
32,30,4,70,21,48,90
32,31,3,78,56,19,3
32,32,5,25,30,33,78
32,33,3,23,43,15,30
32,34,3,23,43,80,15
32,35,4,0,2,17,0
32,36,2,80,80,26,80
32,37,4,76,76,30,60
32,38,2,100,90,71,100
32,39,3,0,10,43,0
32,40,4,96,12,21,98
32,41,3,50,12,17,43
32,42,3,80,64,13,80
32,43,3,10,23,81,80
32,44,3,0,10,19,19
32,45,4,78,2,19,80
32,46,5,100,78,45,100
32,47,4,10,24,20,10
32,48,2,50,10,18,20
32,49,4,1,12,11,10
32,50,3,65,56,38,65
32,51,2,0,23,26,13
33,1,3,20,10,26,20
33,2,2,5,15,20,5
33,3,2,1,20,29,1
33,4,3,95,90,78,90
33,5,4,60,50,56,60
33,6,4,50,40,29,60
33,7,2,5,40,45,10
33,8,2,5,50,75,5
33,9,4,10,5,29,10
33,10,2,20,30,56,30
33,11,4,10,15,31,10
33,12,2,100,90,78,90
33,13,3,1,20,22,1
33,14,2,10,10,41,20
33,15,2,50,30,60,50
33,16,2,1,20,26,10
33,17,2,30,40,43,40
33,18,2,10,15,82,40
33,19,2,0,50,21,0
33,20,3,80,50,40,80
33,21,2,10,10,35,30
33,22,2,100,100,60,100
33,23,2,10,50,71,60
33,24,3,40,35,14,10
33,25,4,40,40,14,10
33,26,3,100,100,29,80
33,27,3,80,70,45,80
33,28,3,30,30,20,20
33,29,2,80,80,66,80
33,30,3,5,15,48,5
33,31,2,90,80,19,10
33,32,4,100,20,33,90
33,33,3,99,60,15,99
33,34,3,60,60,80,80
33,35,3,5,40,17,5
33,36,2,80,80,26,20
33,37,3,80,70,30,80
33,38,2,100,90,71,100
33,39,2,5,60,43,5
33,40,3,99,80,21,99
33,41,2,1,40,17,5
33,42,3,5,30,13,10
33,43,3,80,75,81,80
33,44,3,20,20,19,20
33,45,4,20,25,19,20
33,46,5,40,50,45,60
33,47,4,100,60,20,100
33,48,3,80,40,18,80
33,49,4,5,15,11,20
33,50,3,5,30,38,5
33,51,3,5,25,26,5
34,1,4,25,5,26,65
34,2,5,85,20,20,75
34,3,2,20,0,29,0
34,4,4,100,95,78,100
34,5,5,100,75,56,100
34,6,4,100,15,29,100
34,7,5,95,65,45,95
34,8,4,65,85,75,55
34,9,5,85,45,29,75
34,10,5,100,65,56,100
34,11,4,10,35,31,10
34,12,3,100,85,78,100
34,13,5,25,25,22,0
34,14,2,55,75,41,20
34,15,2,10,25,60,20
34,16,2,55,10,26,30
34,17,2,10,60,43,10
34,18,2,50,85,82,65
34,19,2,0,55,21,0
34,20,2,0,25,40,0
34,21,2,5,5,35,5
34,22,2,70,95,60,15
34,23,2,80,90,71,75
34,24,3,20,20,14,55
34,25,2,5,25,14,5
34,26,4,95,75,29,100
34,27,3,55,80,45,20
34,28,3,70,70,20,30
34,29,2,60,85,66,60
34,30,3,5,45,48,5
34,31,2,95,20,19,5
34,32,5,100,15,33,100
34,33,3,5,10,15,5
34,34,3,1,20,80,5
34,35,3,0,55,17,0
34,36,2,85,85,26,26
34,37,4,65,65,30,75
34,38,3,100,100,71,100
34,39,2,0,70,43,0
34,40,3,0,10,21,0
34,41,3,0,65,17,0
34,42,4,100,25,13,100
34,43,3,25,55,81,45
34,44,3,0,10,19,0
34,45,5,30,60,19,70
34,46,5,100,75,45,100
34,47,2,0,10,20,0
34,48,2,0,1,18,0
34,49,3,5,25,11,10
34,50,4,0,55,38,0
34,51,3,0,85,26,0
35,1,5,10,10,26,20
35,2,5,60,60,20,60
35,3,5,1,10,29,1
35,4,5,70,45,78,70
35,5,5,90,50,56,99
35,6,4,1,50,29,1
35,7,5,80,70,45,80
35,8,3,99,80,75,80
35,9,5,1,20,29,1
35,10,5,90,60,56,80
35,11,5,20,20,31,1
35,12,2,10,80,78,80
35,13,5,20,1,22,1
35,14,2,30,60,41,60
35,15,2,90,90,60,80
35,16,2,60,20,26,20
35,17,2,10,40,43,10
35,18,2,90,80,82,80
35,19,2,1,40,21,1
35,20,2,1,25,40,1
35,21,2,80,80,35,80
35,22,2,99,99,60,99
35,23,2,99,70,71,99
35,24,3,10,10,14,14
35,25,5,80,40,14,80
35,26,3,99,60,29,99
35,27,2,1,30,45,1
35,28,3,14,14,20,14
35,29,2,99,95,66,99
35,30,5,1,20,48,1
35,31,4,99,90,19,1
35,32,2,1,60,33,1
35,33,3,99,30,15,1
35,34,3,1,20,80,20
35,35,2,1,40,17,1
35,36,2,60,60,26,60
35,37,4,50,60,30,60
35,38,2,99,99,71,99
35,39,4,1,60,43,1
35,40,5,99,80,21,99
35,41,3,15,60,17,10
35,42,2,10,30,13,10
35,43,3,90,70,81,1
35,44,3,14,14,19,14
35,45,4,60,5,19,60
35,46,5,99,70,45,99
35,47,3,1,40,20,1
35,48,4,99,20,18,99
35,49,5,10,30,11,30
35,50,5,1,40,38,1
35,51,4,1,30,26,1
36,1,4,50,30,26,50
36,2,4,10,15,20,10
36,3,3,0,19,29,0
36,4,4,100,100,78,100
36,5,2,40,60,56,40
36,6,4,50,30,29,65
36,7,3,0,25,45,10
36,8,3,100,100,75,70
36,9,5,100,50,29,100
36,10,4,60,80,56,50
36,11,3,30,40,31,20
36,12,2,60,60,78,70
36,13,3,10,0,22,0
36,14,2,80,80,41,90
36,15,2,60,60,60,25
36,16,2,10,10,26,20
36,17,2,10,30,43,25
36,18,2,65,65,82,65
36,19,3,0,20,21,10
36,20,2,15,15,40,10
36,21,2,30,45,35,40
36,22,2,50,50,60,30
36,23,2,60,60,71,75
36,24,3,50,50,14,10
36,25,3,5,10,14,10
36,26,3,100,80,29,100
36,27,3,40,60,45,40
36,28,3,10,10,20,15
36,29,2,90,80,66,90
36,30,4,65,40,48,65
36,31,3,10,50,19,20
36,32,2,0,20,33,100
36,33,3,75,80,15,30
36,34,3,45,45,80,30
36,35,3,40,40,17,40
36,36,2,0,60,26,0
36,37,3,90,25,30,90
36,38,2,100,100,71,100
36,39,3,50,89,43,29
36,40,3,10,20,21,10
36,41,3,20,20,17,25
36,42,3,30,40,13,15
36,43,3,0,30,81,100
36,44,3,11,11,19,15
36,45,4,15,15,19,30
36,46,3,30,75,45,30
36,47,4,50,25,20,60
36,48,3,70,30,18,30
36,49,3,0,30,11,0
36,50,3,0,18,38,0
36,51,3,0,45,26,0
37,1,3,10,10,26,20
37,2,2,5,5,20,10
37,3,4,0,20,29,0
37,4,3,0,25,78,0
37,5,4,5,5,56,5
37,6,3,20,20,29,10
37,7,4,75,60,45,75
37,8,3,10,25,75,10
37,9,4,100,50,29,100
37,10,3,5,30,56,10
37,11,4,10,15,31,0
37,12,2,80,80,78,80
37,13,4,0,10,22,0
37,14,3,75,75,41,50
37,15,2,4,15,60,4
37,16,2,0,4,26,5
37,17,2,4,20,43,10
37,18,2,50,50,82,40
37,19,2,50,50,21,20
37,20,2,0,10,40,10
37,21,3,40,40,35,50
37,22,2,80,80,60,50
37,23,2,0,40,71,0
37,24,3,2,2,14,20
37,25,3,70,50,14,50
37,26,3,10,80,29,10
37,27,2,0,15,45,0
37,28,3,30,30,20,20
37,29,2,50,50,66,50
37,30,3,50,20,48,50
37,31,3,100,15,19,0
37,32,3,100,20,33,100
37,33,3,100,80,15,100
37,34,3,0,15,80,0
37,35,2,10,40,17,0
37,36,2,40,40,26,25
37,37,4,5,5,30,10
37,38,3,100,100,71,50
37,39,2,0,5,43,0
37,40,3,0,15,21,0
37,41,3,0,40,17,0
37,42,3,0,80,13,0
37,43,3,0,10,81,100
37,44,3,10,10,19,20
37,45,4,10,10,19,10
37,46,4,90,75,45,50
37,47,3,10,10,20,10
37,48,3,70,70,18,40
37,49,3,80,20,11,80
37,50,3,5,5,38,15
37,51,3,50,50,26,30
38,1,5,35,15,26,56
38,2,3,10,20,20,10
38,3,3,10,43,29,10
38,4,3,50,20,78,58
38,5,3,25,20,56,20
38,6,2,10,30,29,10
38,7,4,100,34,45,100
38,8,3,10,16,75,25
38,9,3,10,23,29,10
38,10,3,12,27,56,25
38,11,4,56,20,31,56
38,12,3,75,75,78,78
38,13,3,0,10,22,0
38,14,3,60,57,41,50
38,15,2,50,50,60,56
38,16,3,20,30,26,20
38,17,3,25,60,43,27
38,18,2,68,37,82,80
38,19,3,15,20,21,10
38,20,2,0,2,40,0
38,21,3,50,26,35,56
38,22,2,34,34,60,50
38,23,2,50,40,71,25
38,24,3,1,1,14,23
38,25,5,100,25,14,100
38,26,3,100,80,29,100
38,27,3,15,6,45,45
38,28,3,12,23,20,56
38,29,2,60,60,66,56
38,30,5,100,30,48,100
38,31,3,70,2,19,10
38,32,3,98,50,33,100
38,33,3,40,10,15,67
38,34,3,5,5,80,76
38,35,3,75,56,17,20
38,36,3,50,35,26,30
38,37,3,80,80,30,20
38,38,3,100,80,71,100
38,39,3,75,34,43,23
38,40,5,100,80,21,100
38,41,3,56,78,17,23
38,42,3,27,30,13,56
38,43,3,65,59,81,26
38,44,3,25,50,19,10
38,45,4,100,54,19,100
38,46,5,100,70,45,100
38,47,3,100,10,20,100
38,48,3,45,25,18,40
38,49,3,0,10,11,1
38,50,3,0,20,38,0
38,51,3,0,3,26,0
39,1,2,90,40,26,90
39,2,5,50,15,20,25
39,3,5,90,50,29,90
39,4,3,100,70,78,100
39,5,5,80,40,56,60
39,6,4,50,50,29,70
39,7,4,25,40,45,25
39,8,3,50,60,75,90
39,9,4,50,25,29,50
39,10,4,90,30,56,90
39,11,5,50,30,31,80
39,12,3,90,90,78,100
39,13,4,25,25,22,50
39,14,2,15,50,41,20
39,15,2,50,50,60,15
39,16,2,25,5,26,25
39,17,2,50,50,43,25
39,18,2,10,30,82,10
39,19,2,35,50,21,5
39,20,2,15,7,40,25
39,21,2,3,25,35,5
39,22,2,70,70,60,5
39,23,2,100,90,71,90
39,24,3,25,25,14,19
39,25,5,100,40,14,100
39,26,3,100,90,29,100
39,27,2,40,70,45,50
39,28,3,5,5,20,25
39,29,2,90,90,66,80
39,30,5,99,60,48,100
39,31,4,10,40,19,25
39,32,4,50,40,33,40
39,33,3,80,70,15,90
39,34,2,5,10,80,5
39,35,2,3,25,17,5
39,36,2,75,60,26,70
