Participant,Event,Valence,E1,eBR,BR,E2
39,37,3,90,90,30,90
39,38,2,100,100,71,100
39,39,2,0,15,43,0
39,40,5,90,25,21,90
39,41,2,10,50,17,20
39,42,3,50,75,13,50
39,43,4,20,60,81,90
39,44,3,25,25,19,25
39,45,4,50,30,19,50
39,46,5,99,40,45,100
39,47,3,50,60,20,50
39,48,3,90,70,18,50
39,49,3,15,10,11,15
39,50,3,0,15,38,0
39,51,2,2,5,26,0
40,1,2,45,40,26,19
40,2,2,8,10,20,14
40,3,4,25,35,29,12
40,4,3,90,95,78,89
40,5,4,10,30,56,32
40,6,3,25,35,29,21
40,7,3,5,35,45,29
40,8,3,60,70,75,69
40,9,4,10,15,29,56
40,10,2,19,59,56,43
40,11,4,28,38,31,18
40,12,2,90,90,78,88
40,13,4,15,18,22,19
40,14,2,19,10,41,67
40,15,2,35,30,60,40
40,16,2,5,7,26,7
40,17,2,6,15,43,9
40,18,2,65,56,82,76
40,19,2,56,65,21,34
40,20,2,5,12,40,16
40,21,2,27,30,35,15
40,22,2,45,36,60,67
40,23,2,45,56,71,76
40,24,3,35,35,14,15
40,25,3,9,26,14,29
40,26,3,89,85,29,78
40,27,2,46,55,45,34
40,28,3,35,40,20,24
40,29,2,85,80,66,78
40,30,2,10,46,48,13
40,31,3,99,50,19,23
40,32,2,5,25,33,78
40,33,3,25,18,15,12
40,34,3,70,67,80,75
40,35,3,45,48,17,45
40,36,2,67,68,26,54
40,37,4,45,50,30,16
40,38,2,85,88,71,90
40,39,2,80,75,43,65
40,40,4,35,40,21,67
40,41,3,45,25,17,13
40,42,3,55,60,13,24
40,43,3,45,30,81,49
40,44,3,5,7,19,12
40,45,4,0,25,19,12
40,46,4,65,70,45,75
40,47,3,15,25,20,23
40,48,2,15,5,18,17
40,49,3,5,30,11,9
40,50,3,0,18,38,0
40,51,3,0,23,26,23
41,1,3,21,20,26,20
41,2,4,50,30,20,20
41,3,4,20,40,29,10
41,4,3,80,40,78,70
41,5,3,40,30,56,50
41,6,3,25,30,29,30
41,7,4,25,45,45,20
41,8,3,80,70,75,80
41,9,3,20,25,29,30
41,10,4,35,40,56,40
41,11,4,55,35,31,20
41,12,2,80,90,78,60
41,13,4,10,30,22,20
41,14,2,20,40,41,10
41,15,2,45,40,60,55
41,16,2,60,50,26,20
41,17,2,45,50,43,45
41,18,2,50,40,82,70
41,19,2,0,30,21,0
41,20,2,10,25,40,20
41,21,2,35,40,35,30
41,22,2,66,55,60,70
41,23,2,40,45,71,70
41,24,3,35,20,14,10
41,25,3,20,35,14,10
41,26,3,80,75,29,50
41,27,2,30,27,45,20
41,28,3,12,10,20,10
41,29,2,44,30,66,60
41,30,4,100,40,48,100
41,31,2,70,45,19,30
41,32,3,30,30,33,30
41,33,3,65,50,15,50
41,34,2,35,25,80,60
41,35,2,50,60,17,30
41,36,2,35,40,26,40
41,37,4,55,50,30,30
41,38,2,90,85,71,70
41,39,2,0,45,43,0
41,40,3,60,70,21,60
41,41,3,30,40,17,10
41,42,3,60,45,13,30
41,43,3,19,25,81,30
41,44,3,10,20,19,12
41,45,3,70,50,19,30
41,46,4,14,20,45,20
41,47,3,25,20,20,15
41,48,3,44,50,18,20
41,49,3,10,20,11,10
41,50,3,35,40,38,38
41,51,2,10,20,26,10
42,1,3,5,15,26,10
42,2,2,50,30,20,50
42,3,4,30,46,29,30
42,4,4,100,90,78,100
42,5,4,30,64,56,25
42,6,4,45,28,29,85
42,7,4,20,45,45,15
42,8,2,32,68,75,45
42,9,4,55,18,29,55
42,10,3,23,72,56,40
42,11,4,15,30,31,20
42,12,3,40,26,78,70
42,13,4,34,20,22,30
42,14,2,12,26,41,20
42,15,2,50,58,60,40
42,16,2,10,18,26,15
42,17,2,5,17,43,20
42,18,2,7,20,82,10
42,19,2,0,24,21,0
42,20,2,18,12,40,5
42,21,2,24,54,35,40
42,22,2,100,100,60,100
42,23,2,72,84,71,35
42,24,3,8,8,14,15
42,25,3,60,23,14,60
42,26,3,95,62,29,80
42,27,2,4,25,45,8
42,28,3,25,32,20,10
42,29,2,70,62,66,85
42,30,2,0,27,48,0
42,31,2,85,36,19,8
42,32,3,15,22,33,15
42,33,3,75,70,15,75
42,34,3,5,15,80,20
42,35,2,8,25,17,8
42,36,2,65,65,26,25
42,37,3,80,56,30,80
42,38,2,100,96,71,100
42,39,2,0,32,43,0
42,40,4,25,12,21,25
42,41,2,0,55,17,0
42,42,3,90,45,13,95
42,43,3,68,36,81,15
42,44,3,5,17,19,5
42,45,4,100,8,19,100
42,46,4,100,50,45,100
42,47,4,40,24,20,60
42,48,3,65,35,18,65
42,49,2,0,11,11,0
42,50,3,0,3,38,0
42,51,2,0,24,26,0
43,1,4,0,25,26,0
43,2,3,22,23,20,20
43,3,4,0,45,29,0
43,4,4,100,70,78,100
43,5,4,5,15,56,0
43,6,3,0,22,29,0
43,7,4,50,47,45,60
43,8,4,40,55,75,25
43,9,4,45,22,29,25
43,10,4,55,40,56,100
43,11,3,15,24,31,2
43,12,4,100,50,78,100
43,13,3,45,0,22,0
43,14,3,54,43,41,15
43,15,3,50,33,60,100
43,16,3,25,99,26,100
43,17,4,25,66,43,25
43,18,4,20,46,82,8
43,19,3,0,43,21,0
43,20,4,44,35,40,50
43,21,4,100,33,35,100
43,22,4,60,55,60,99
43,23,4,70,38,71,100
43,24,3,1,12,14,12
43,25,3,0,44,14,0
43,26,4,85,80,29,100
43,27,4,25,50,45,55
43,28,4,25,33,20,5
43,29,4,23,33,66,100
43,30,3,5,55,48,0
43,31,4,0,55,19,0
43,32,3,10,49,33,10
43,33,5,25,40,15,56
43,34,4,35,45,80,80
43,35,3,0,5,17,0
43,36,4,0,45,26,0
43,37,3,20,44,30,10
43,38,4,100,80,71,100
43,39,4,11,15,43,45
43,40,4,0,33,21,0
43,41,4,100,76,17,50
43,42,5,15,27,13,56
43,43,4,100,48,81,12
43,44,3,5,5,19,25
43,45,4,100,88,19,25
43,46,5,100,57,45,100
43,47,3,25,43,20,20
43,48,3,0,1,18,23
43,49,4,0,22,11,0
43,50,3,100,45,38,100
43,51,4,40,60,26,22
44,1,2,3,20,26,5
44,2,5,10,10,20,15
44,3,4,5,10,29,5
44,4,5,100,90,78,95
44,5,5,50,80,56,50
44,6,4,10,10,29,20
44,7,4,60,40,45,60
44,8,3,99,99,75,60
44,9,4,75,50,29,50
44,10,3,75,75,56,50
44,11,4,25,20,31,50
44,12,3,95,95,78,90
44,13,4,10,1,22,2
44,14,2,30,40,41,30
44,15,2,90,90,60,75
44,16,2,5,1,26,10
44,17,2,5,15,43,10
44,18,2,5,10,82,30
44,19,2,5,15,21,5
44,20,2,1,15,40,5
44,21,2,10,10,35,75
44,22,2,75,75,60,75
44,23,2,85,80,71,80
44,24,3,5,5,14,10
44,25,4,10,20,14,10
44,26,4,100,95,29,100
44,27,2,50,50,45,95
44,28,3,20,20,20,20
44,29,2,99,99,66,90
44,30,3,10,25,48,15
44,31,2,90,75,19,70
44,32,4,25,20,33,20
44,33,2,10,15,15,5
44,34,3,5,10,80,20
44,35,2,5,5,17,10
44,36,2,95,95,26,75
44,37,4,80,80,30,80
44,38,2,95,95,71,80
44,39,3,99,60,43,90
44,40,5,95,80,21,95
44,41,3,80,90,17,20
44,42,3,2,10,13,10
44,43,3,25,25,81,75
44,44,3,10,20,19,20
44,45,4,25,50,19,25
44,46,5,100,75,45,100
44,47,4,100,40,20,100
44,48,3,100,90,18,100
44,49,4,1,5,11,2
44,50,4,100,30,38,100
44,51,2,5,15,26,1
45,1,4,25,25,26,40
45,2,4,5,15,20,5
45,3,3,0,35,29,0
45,4,5,100,50,78,100
45,5,3,60,70,56,20
45,6,3,15,20,29,15
45,7,4,100,46,45,100
45,8,2,10,50,75,10
45,9,4,0,15,29,0
45,10,4,75,55,56,75
45,11,4,10,20,31,10
45,12,2,55,44,78,75
45,13,4,0,13,22,0
45,14,2,35,35,41,20
45,15,3,30,30,60,30
45,16,2,10,30,26,10
45,17,2,25,20,43,20
45,18,2,35,25,82,25
45,19,2,0,40,21,0
45,20,2,10,25,40,20
45,21,2,15,15,35,30
45,22,2,85,65,60,80
45,23,2,68,75,71,70
45,24,3,6,20,14,50
45,25,4,0,12,14,10
45,26,3,100,99,29,100
45,27,3,5,35,45,10
45,28,3,60,50,20,40
45,29,2,11,27,66,20
45,30,3,10,30,48,10
45,31,3,68,57,19,30
45,32,3,100,43,33,15
45,33,3,45,55,15,90
45,34,3,0,10,80,10
45,35,3,70,47,17,30
45,36,3,0,12,26,0
45,37,3,85,85,30,80
45,38,2,15,25,71,10
45,39,3,10,40,43,30
45,40,2,100,70,21,100
45,41,3,100,80,17,100
45,42,3,10,20,13,10
45,43,3,18,5,81,100
45,44,3,5,11,19,10
45,45,4,85,55,19,85
45,46,5,100,65,45,100
45,47,3,80,40,20,40
45,48,4,60,80,18,10
45,49,2,0,16,11,10
45,50,3,0,20,38,0
45,51,2,0,56,26,10
46,1,4,5,5,26,20
46,2,5,5,20,20,50
46,3,4,60,70,29,20
46,4,5,70,60,78,60
46,5,5,20,20,56,40
46,6,4,10,30,29,20
46,7,4,70,55,45,60
46,8,4,100,90,75,40
46,9,5,30,10,29,40
46,10,4,60,80,56,60
46,11,5,20,20,31,40
46,12,3,70,70,78,20
46,13,4,0,15,22,40
46,14,2,30,30,41,20
46,15,2,70,70,60,40
46,16,2,50,20,26,20
46,17,2,20,40,43,40
46,18,2,60,50,82,80
46,19,2,0,20,21,30
46,20,2,60,30,40,40
46,21,2,40,40,35,40
46,22,2,90,90,60,60
46,23,2,10,30,71,70
46,24,4,0,5,14,15
46,25,4,10,10,14,15
46,26,5,100,70,29,90
46,27,2,0,20,45,30
46,28,3,40,40,20,40
46,29,2,70,90,66,40
46,30,3,10,33,48,10
46,31,2,80,40,19,30
46,32,4,10,10,33,60
46,33,2,80,60,15,10
46,34,2,50,50,80,80
46,35,2,5,15,17,50
46,36,2,20,33,26,40
46,37,5,70,60,30,60
46,38,2,70,70,71,40
46,39,2,0,15,43,20
46,40,5,20,20,21,75
46,41,4,20,70,17,30
46,42,3,20,40,13,20
46,43,4,5,40,81,40
46,44,3,20,20,19,20
46,45,4,0,20,19,10
46,46,4,0,10,45,20
46,47,2,20,20,20,10
46,48,2,100,50,18,30
46,49,2,0,10,11,10
46,50,2,5,20,38,15
46,51,2,5,15,26,20
47,1,2,10,10,26,10
47,2,2,25,25,20,10
47,3,4,0,22,29,0
47,4,5,100,95,78,100
47,5,4,0,30,56,25
47,6,4,0,25,29,0
47,7,4,100,50,45,100
47,8,4,100,100,75,100
47,9,4,20,35,29,10
47,10,5,100,50,56,100
47,11,4,10,17,31,0
47,12,3,100,100,78,100
47,13,4,0,40,22,0
47,14,2,10,10,41,10
47,15,2,10,10,60,10
47,16,2,50,11,26,50
47,17,2,10,12,43,10
47,18,2,10,10,82,25
47,19,3,0,33,21,10
47,20,2,0,5,40,0
47,21,2,30,10,35,12
47,22,2,20,20,60,20
47,23,2,100,80,71,22
47,24,3,13,10,14,25
47,25,5,100,85,14,100
47,26,4,100,95,29,100
47,27,2,13,13,45,15
47,28,3,45,45,20,13
47,29,3,10,10,66,66
47,30,4,10,10,48,10
47,31,3,0,10,19,100
47,32,3,0,11,33,0
47,33,3,0,12,15,0
47,34,2,10,10,80,80
47,35,2,0,10,17,0
47,36,2,20,20,26,20
47,37,4,85,85,30,80
47,38,2,100,90,71,50
47,39,3,80,65,43,50
47,40,5,60,74,21,50
47,41,3,100,2,17,100
47,42,3,10,10,13,10
47,43,2,20,20,81,10
47,44,3,25,15,19,25
47,45,4,90,35,19,20
47,46,2,0,75,45,25
47,47,4,100,10,20,100
47,48,2,100,14,18,100
47,49,4,0,25,11,0
47,50,2,0,44,38,0
47,51,3,0,25,26,0
48,1,3,10,20,26,10
48,2,3,10,20,20,30
48,3,2,10,40,29,0
48,4,4,100,70,78,100
48,5,4,60,70,56,50
48,6,3,20,20,29,50
48,7,3,10,50,45,20
48,8,4,100,100,75,100
48,9,3,40,20,29,50
48,10,4,70,40,56,100
48,11,4,50,40,31,50
48,12,2,100,60,78,100
48,13,3,35,0,22,0
48,14,4,100,100,41,20
48,15,2,90,90,60,50
48,16,3,40,10,26,10
48,17,2,50,50,43,30
48,18,2,20,20,82,20
48,19,2,0,0,21,10
48,20,2,40,30,40,70
48,21,2,20,20,35,30
48,22,2,100,100,60,100
48,23,2,90,90,71,70
48,24,4,40,30,14,30
48,25,4,60,60,14,100
48,26,4,100,80,29,100
48,27,3,70,20,45,100
48,28,3,50,40,20,20
48,29,3,99,99,66,100
48,30,4,10,20,48,50
48,31,3,50,20,19,80
48,32,3,100,100,33,20
48,33,3,0,20,15,0
48,34,3,20,20,80,80
48,35,3,0,10,17,0
48,36,2,40,50,26,50
48,37,3,40,40,30,30
48,38,3,100,100,71,100
48,39,3,0,30,43,0
48,40,3,30,50,21,50
48,41,3,100,50,17,100
48,42,3,50,35,13,20
48,43,3,50,40,81,50
48,44,3,10,30,19,30
48,45,3,70,50,19,50
48,46,4,20,20,45,50
48,47,4,90,40,20,60
48,48,2,10,20,18,20
48,49,3,10,30,11,20
48,50,5,100,100,38,100
48,51,3,30,50,26,80
49,1,4,75,25,26,70
49,2,5,50,5,20,20
49,3,4,5,56,29,5
49,4,4,99,50,78,99
49,5,4,70,60,56,80
49,6,4,80,25,29,50
49,7,4,5,50,45,40
49,8,4,50,86,75,75
49,9,4,10,40,29,5
49,10,3,5,50,56,10
49,11,4,5,15,31,10
49,12,3,20,70,78,20
49,13,3,10,1,22,2
49,14,2,50,50,41,50
49,15,3,99,80,60,60
49,16,3,10,10,26,10
49,17,2,2,20,43,2
49,18,2,30,40,82,20
49,19,2,2,25,21,2
49,20,2,1,25,40,5
49,21,2,1,10,35,5
49,22,2,15,15,60,60
49,23,2,60,80,71,40
49,24,3,5,5,14,12
49,25,4,99,25,14,99
49,26,3,99,50,29,99
49,27,2,15,60,45,2
49,28,3,20,20,20,20
49,29,2,50,40,66,50
49,30,4,99,10,48,99
49,31,2,99,80,19,10
49,32,3,95,60,33,90
49,33,3,99,75,15,99
49,34,3,2,30,80,5
49,35,2,5,10,17,5
49,36,3,30,30,26,20
49,37,3,99,95,30,80
49,38,3,99,95,71,78
49,39,4,75,50,43,80
49,40,4,99,80,21,95
49,41,2,1,20,17,1
49,42,3,1,17,13,1
49,43,4,1,10,81,5
49,44,3,5,25,19,19
49,45,4,80,20,19,80
49,46,5,100,75,45,99
49,47,3,15,40,20,25
49,48,4,90,50,18,80
49,49,4,100,40,11,100
49,50,2,1,20,38,1
49,51,2,1,25,26,1
50,1,5,35,23,26,35
50,2,2,10,15,20,30
50,3,3,0,25,29,0
50,4,4,100,85,78,99
50,5,5,80,55,56,75
50,6,4,20,25,29,50
50,7,2,0,35,45,0
50,8,4,100,75,75,99
50,9,4,0,20,29,0
50,10,4,30,45,56,30
50,11,4,40,30,31,24
50,12,3,78,66,78,99
50,13,2,0,17,22,0
50,14,2,85,65,41,75
50,15,2,50,45,60,40
50,16,2,25,35,26,40
50,17,2,10,15,43,15
50,18,2,25,35,82,25
50,19,2,0,15,21,0
50,20,2,0,20,40,0
50,21,2,45,65,35,40
50,22,2,15,25,60,30
50,23,2,25,35,71,30
50,24,3,50,50,14,12
50,25,4,5,12,14,10
50,26,5,100,75,29,99
50,27,3,75,55,45,75
50,28,3,20,15,20,14
50,29,2,99,65,66,70
50,30,4,35,15,48,20
50,31,2,99,35,19,0
50,32,4,65,45,33,78
50,33,3,10,75,15,70
50,34,3,50,40,80,60
50,35,2,25,65,17,20
50,36,2,75,80,26,40
50,37,5,65,70,30,60
50,38,2,100,95,71,99
50,39,3,15,25,43,25
50,40,3,45,50,21,75
50,41,5,85,70,17,76
50,42,3,0,25,13,0
50,43,4,20,45,81,80
50,44,3,20,10,19,15
50,45,4,70,75,19,75
50,46,3,0,56,45,0
50,47,3,0,20,20,20
50,48,2,0,15,18,0
50,49,3,20,15,11,10
50,50,3,0,35,38,0
50,51,3,50,25,26,50
51,1,5,25,14,26,25
51,2,5,1,15,20,13
51,3,4,5,28,29,12
51,4,2,75,50,78,77
51,5,5,60,42,56,50
51,6,2,5,12,29,10
51,7,2,40,13,45,45
51,8,4,35,15,75,25
51,9,5,40,20,29,45
51,10,5,74,63,56,87
51,11,5,5,10,31,22
51,12,2,12,9,78,45
51,13,5,1,24,22,20
51,14,2,45,40,41,45
51,15,2,45,32,60,22
51,16,2,14,68,26,25
51,17,2,98,21,43,78
51,18,2,28,30,82,65
51,19,2,45,33,21,30
51,20,2,0,12,40,33
51,21,2,70,55,35,77
51,22,2,95,80,60,78
51,23,2,85,75,71,88
51,24,3,5,12,14,2
51,25,3,66,71,14,75
51,26,5,100,85,29,100
51,27,3,22,15,45,64
51,28,3,45,35,20,25
51,29,2,87,80,66,98
51,30,3,5,8,48,5
51,31,2,5,87,19,88
51,32,4,90,5,33,75
51,33,3,10,41,15,15
51,34,3,5,1,80,80
51,35,2,1,5,17,5
51,36,2,50,65,26,87
51,37,3,15,35,30,33
51,38,2,99,90,71,95
51,39,2,0,35,43,1
51,40,3,87,65,21,65
51,41,3,100,75,17,98
51,42,5,25,65,13,55
51,43,4,87,56,81,99
51,44,3,21,25,19,55
51,45,5,5,32,19,75
51,46,5,100,87,45,100
51,47,2,15,33,20,32
51,48,4,22,25,18,36
51,49,3,5,35,11,15
51,50,2,5,14,38,5
51,51,3,50,41,26,45
52,1,5,5,2,26,5
52,2,5,10,10,20,10
52,3,4,45,5,29,5
52,4,5,100,80,78,100
52,5,5,60,12,56,100
52,6,3,0,5,29,0
52,7,5,0,10,45,0
52,8,4,90,90,75,80
52,9,5,0,40,29,0
52,10,5,15,65,56,20
52,11,4,40,25,31,40
52,12,2,100,100,78,90
52,13,4,0,11,22,0
52,14,2,20,45,41,25
52,15,2,50,40,60,50
52,16,2,0,5,26,0
52,17,2,2,44,43,20
52,18,2,50,50,82,50
52,19,2,5,66,21,40
52,20,2,12,40,40,10
52,21,2,10,30,35,50
52,22,2,40,70,60,40
52,23,2,0,65,71,0
52,24,3,2,2,14,2
52,25,4,0,10,14,10
52,26,4,50,10,29,10
52,27,2,1,1,45,10
52,28,3,80,80,20,2
52,29,2,1,12,66,0
52,30,3,0,12,48,0
52,31,5,20,30,19,10
52,32,4,20,70,33,20
52,33,3,0,20,15,0
52,34,2,2,12,80,5
52,35,2,15,10,17,0
52,36,2,0,15,26,0
52,37,5,14,35,30,30
52,38,2,90,90,71,90
52,39,2,55,20,43,30
52,40,4,0,70,21,0
52,41,2,0,50,17,0
52,42,2,0,80,13,0
52,43,4,10,60,81,80
52,44,3,2,2,19,2
52,45,4,0,60,19,0
52,46,3,0,77,45,0
52,47,3,0,3,20,0
52,48,2,1,5,18,2
52,49,4,0,12,11,0
52,50,2,0,35,38,0
52,51,3,0,70,26,0
53,1,4,20,16,26,20
53,2,5,20,30,20,20
53,3,3,0,40,29,10
53,4,4,100,90,78,80
53,5,4,80,80,56,80
53,6,2,20,10,29,20
53,7,5,80,60,45,70
53,8,4,55,60,75,60
53,9,4,20,30,29,20
53,10,4,70,40,56,60
53,11,5,30,20,31,30
53,12,2,0,70,78,0
53,13,4,0,10,22,10
53,14,2,30,20,41,20
53,15,2,80,70,60,80
53,16,2,20,30,26,30
53,17,2,10,30,43,20
53,18,2,80,80,82,80
53,19,2,20,40,21,20
53,20,2,0,10,40,10
53,21,2,80,88,35,60
53,22,2,100,100,60,80
53,23,2,60,80,71,60
53,24,4,40,40,14,60
53,25,4,70,30,14,80
53,26,3,100,80,29,80
53,27,2,88,61,45,30
53,28,4,60,60,20,40
53,29,2,70,53,66,70
53,30,2,10,5,48,30
53,31,2,98,65,19,20
53,32,4,80,60,33,80
53,33,3,10,20,15,20
53,34,4,70,30,80,30
53,35,2,10,20,17,20
53,36,2,80,80,26,70
53,37,3,70,70,30,40
53,38,2,100,100,71,70
53,39,2,0,40,43,0
53,40,4,60,80,21,80
53,41,2,0,40,17,20
53,42,2,80,80,13,30
53,43,3,0,20,81,70
53,44,4,60,40,19,40
53,45,4,10,5,19,20
53,46,5,100,80,45,100
53,47,4,30,20,20,20
53,48,2,30,52,18,40
53,49,2,0,10,11,0
53,50,4,60,70,38,70
53,51,2,40,50,26,20
54,1,2,13,10,26,50
54,2,2,2,19,20,2
54,3,4,20,33,29,13
54,4,5,100,80,78,99
54,5,5,2,33,56,10
54,6,5,15,22,29,20
54,7,4,25,25,45,45
54,8,5,100,78,75,88
54,9,4,2,15,29,10
54,10,4,78,54,56,65
54,11,5,2,16,31,13
54,12,2,98,96,78,60
54,13,4,10,29,22,25
54,14,2,78,35,41,55
54,15,2,65,42,60,19
54,16,2,27,24,26,30
54,17,2,5,26,43,5
54,18,2,96,28,82,87
54,19,2,0,67,21,0
54,20,2,0,17,40,3
54,21,2,10,25,35,34
54,22,2,80,76,60,88
54,23,2,99,90,71,99
54,24,3,87,76,14,50
54,25,5,100,40,14,95
54,26,5,99,95,29,99
54,27,2,20,16,45,60
54,28,3,33,17,20,50
54,29,2,99,97,66,98
54,30,3,0,16,48,21
54,31,2,78,17,19,58
54,32,5,88,45,33,33
54,33,3,5,66,15,10
54,34,3,0,13,80,80
54,35,2,2,33,17,3
54,36,2,0,46,26,2
54,37,4,50,58,30,30
54,38,2,100,96,71,95
54,39,2,0,47,43,0
54,40,5,0,13,21,25
54,41,3,33,28,17,66
54,42,3,100,76,13,30
54,43,4,32,32,81,60
54,44,3,98,33,19,99
54,45,3,20,33,19,25
54,46,5,98,78,45,68
54,47,3,68,70,20,68
54,48,2,0,5,18,2
54,49,4,50,51,11,67
54,50,3,3,46,38,22
54,51,3,25,33,26,40
55,1,4,10,10,26,25
55,2,2,10,10,20,20
55,3,4,0,30,29,0
55,4,4,100,80,78,100
55,5,4,50,50,56,50
55,6,4,60,30,29,80
55,7,4,50,50,45,60
55,8,3,20,40,75,50
55,9,4,5,10,29,25
55,10,4,40,40,56,80
55,11,4,5,15,31,20
55,12,3,100,50,78,100
55,13,4,0,5,22,0
55,14,2,10,30,41,20
55,15,2,20,20,60,25
55,16,2,10,15,26,20
55,17,2,20,20,43,40
55,18,2,50,50,82,70
55,19,2,10,15,21,10
55,20,2,5,5,40,10
55,21,3,30,30,35,20
55,22,2,10,30,60,50
55,23,2,80,40,71,70
55,24,3,20,20,14,14
55,25,4,0,25,14,50
55,26,4,100,80,29,100
55,27,3,2,15,45,50
55,28,3,20,20,20,25
55,29,2,30,40,66,40
55,30,4,0,20,48,50
55,31,4,80,40,19,10
55,32,4,100,30,33,100
55,33,3,100,40,15,100
55,34,3,100,80,80,100
55,35,2,10,20,17,10
55,36,2,80,80,26,40
55,37,4,50,50,30,50
55,38,2,80,90,71,40
55,39,4,80,40,43,100
55,40,3,90,50,21,100
55,41,3,100,30,17,80
55,42,3,0,60,13,50
55,43,3,90,80,81,70
55,44,4,20,20,19,50
55,45,4,80,20,19,100
55,46,4,10,30,45,10
55,47,4,10,10,20,25
55,48,4,100,20,18,100
55,49,3,0,5,11,0
55,50,4,10,20,38,10
55,51,3,20,25,26,25
56,1,3,10,10,26,20
56,2,5,10,20,20,10
56,3,4,50,30,29,50
56,4,3,50,50,78,60
56,5,4,75,67,56,70
56,6,4,10,10,29,10
56,7,4,20,50,45,50
56,8,4,15,30,75,60
56,9,4,10,20,29,20
56,10,4,50,50,56,50
56,11,4,30,25,31,50
56,12,2,100,100,78,100
56,13,4,5,10,22,10
56,14,3,25,25,41,30
56,15,3,80,80,60,50
56,16,3,50,50,26,60
56,17,2,21,21,43,35
56,18,2,40,33,82,80
56,19,2,75,60,21,30
56,20,2,0,15,40,0
56,21,3,60,60,35,60
56,22,2,100,100,60,90
56,23,2,50,60,71,60
56,24,3,10,10,14,10
56,25,5,100,17,14,100
56,26,3,100,80,29,100
56,27,3,70,60,45,50
56,28,3,30,30,20,20
56,29,2,20,20,66,25
56,30,5,100,30,48,100
56,31,3,50,50,19,20
56,32,4,30,20,33,80
56,33,3,50,20,15,30
56,34,2,0,30,80,50
56,35,2,0,0,17,10
56,36,2,60,50,26,70
56,37,5,15,10,30,25
56,38,2,100,100,71,80
56,39,3,50,40,43,50
56,40,3,0,0,21,0
56,41,3,50,50,17,60
56,42,3,10,20,13,20
56,43,2,50,50,81,100
56,44,3,15,15,19,15
56,45,4,15,10,19,60
56,46,5,50,50,45,50
56,47,3,0,9,20,20
56,48,3,15,10,18,40
56,49,3,0,23,11,10
56,50,3,20,20,38,25
56,51,2,40,30,26,20
57,1,4,5,5,26,50
57,2,2,5,25,20,5
57,3,4,0,25,29,0
57,4,4,100,60,78,100
57,5,4,40,50,56,50
57,6,4,25,25,29,75
57,7,4,100,80,45,100
57,8,3,25,75,75,50
57,9,4,50,25,29,50
57,10,4,10,50,56,100
57,11,4,10,10,31,20
57,12,3,75,75,78,75
57,13,4,25,0,22,0
57,14,2,10,20,41,10
57,15,2,50,50,60,75
57,16,2,25,50,26,50
57,17,2,50,85,43,40
57,18,2,20,20,82,50
57,19,2,75,20,21,50
57,20,2,0,25,40,0
57,21,3,85,85,35,50
57,22,2,100,100,60,100
57,23,2,90,90,71,95
57,24,3,25,5,14,25
57,25,3,95,20,14,95
57,26,3,100,80,29,100
57,27,2,0,5,45,0
57,28,3,15,15,20,20
57,29,2,65,65,66,95
57,30,3,1,20,48,5
57,31,4,0,25,19,100
57,32,2,0,25,33,100
57,33,3,99,17,15,100
57,34,3,75,75,80,80
57,35,2,0,15,17,1
57,36,3,50,50,26,50
57,37,4,5,10,30,10
57,38,3,100,20,71,95
57,39,3,0,45,43,0
57,40,3,99,80,21,100
57,41,3,75,50,17,80
57,42,3,100,5,13,100
57,43,3,50,80,81,50
57,44,3,10,10,19,10
57,45,4,10,20,19,10
57,46,5,100,65,45,100
57,47,3,10,30,20,10
57,48,3,100,20,18,100
57,49,4,100,20,11,100
57,50,5,2,15,38,5
57,51,3,100,40,26,100
58,1,3,0,20,26,0
58,2,3,0,0,20,0
58,3,4,0,40,29,0
58,4,3,100,90,78,100
58,5,4,90,88,56,100
58,6,4,20,15,29,20
58,7,4,90,70,45,90
58,8,2,55,90,75,50
58,9,4,70,70,29,50
58,10,4,70,90,56,20
58,11,4,29,29,31,10
58,12,3,100,100,78,100
58,13,4,76,0,22,0
58,14,4,100,100,41,0
58,15,2,85,79,60,85
58,16,2,15,20,26,20
58,17,2,40,60,43,20
58,18,2,50,50,82,82
58,19,2,0,76,21,0
58,20,2,0,2,40,0
58,21,2,70,70,35,85
58,22,2,80,100,60,100
58,23,3,50,65,71,20
58,24,3,10,10,14,14
58,25,4,20,10,14,80
58,26,3,100,80,29,100
58,27,3,80,80,45,0
58,28,3,28,28,20,8
58,29,2,80,90,66,60
58,30,4,30,60,48,30
58,31,2,0,56,19,0
58,32,4,12,12,33,0
58,33,3,10,56,15,0
58,34,3,10,40,80,80
58,35,2,60,87,17,0
58,36,3,0,78,26,0
58,37,4,80,100,30,30
58,38,3,100,100,71,80
58,39,2,0,80,43,0
58,40,4,100,78,21,100
58,41,3,56,50,17,50
58,42,3,40,40,13,0
58,43,3,40,23,81,80
58,44,3,0,50,19,0
58,45,3,0,30,19,0
58,46,4,10,50,45,10
58,47,4,0,20,20,0
58,48,3,80,70,18,80
58,49,4,0,40,11,0
58,50,4,0,30,38,0
58,51,3,50,50,26,50
59,1,2,0,10,26,0
59,2,5,0,8,20,0
59,3,4,100,40,29,38
59,4,4,70,60,78,70
59,5,5,100,40,56,60
59,6,4,15,20,29,25
59,7,3,70,35,45,100
59,8,3,100,70,75,100
59,9,3,10,20,29,20
59,10,3,60,34,56,75
59,11,4,5,10,31,5
59,12,2,0,60,78,0
59,13,5,25,10,22,30
59,14,2,30,45,41,70
