Participant,Event,Valence,E1,eBR,BR,E2
20,28,3,10,10,20,20
20,29,3,90,90,66,60
20,30,1,0,20,48,0
20,31,3,0,34,19,100
20,32,5,0,30,33,0
20,33,3,100,90,15,10
20,34,2,100,100,80,100
20,35,1,0,10,17,0
20,36,3,85,80,26,50
20,37,5,80,50,30,20
20,38,1,80,80,71,50
20,39,2,80,60,43,40
20,40,4,10,17,21,10
20,41,3,50,30,17,50
20,42,4,0,15,13,10
20,43,3,80,40,81,10
20,44,3,20,20,19,19
20,45,4,90,70,19,80
20,46,5,10,30,45,45
20,47,3,0,10,20,10
20,48,2,10,10,18,10
20,49,3,0,20,11,10
20,50,3,0,10,38,0
20,51,1,0,25,26,0
21,1,5,20,20,26,60
21,2,5,20,35,20,40
21,3,4,5,75,29,5
21,4,4,100,99,78,100
21,5,5,30,30,56,40
21,6,4,30,45,29,40
21,7,5,50,50,45,50
21,8,3,100,70,75,100
21,9,5,100,50,29,100
21,10,4,0,45,56,20
21,11,4,40,60,31,60
21,12,3,100,100,78,100
21,13,5,0,40,22,5
21,14,2,5,10,41,5
21,15,2,20,20,60,25
21,16,2,60,60,26,60
21,17,1,5,15,43,5
21,18,1,90,70,82,80
21,19,1,0,35,21,0
21,20,2,0,15,40,5
21,21,1,5,25,35,15
21,22,1,5,5,60,20
21,23,2,60,60,71,60
21,24,3,15,15,14,19
21,25,2,0,20,14,0
21,26,4,100,90,29,100
21,27,3,13,20,45,20
21,28,3,20,20,20,20
21,29,2,50,50,66,60
21,30,2,0,40,48,0
21,31,4,40,40,19,40
21,32,5,100,5,33,70
21,33,4,0,20,15,70
21,34,3,60,60,80,40
21,35,1,0,4,17,0
21,36,2,70,70,26,30
21,37,4,5,5,30,5
21,38,3,100,90,71,100
21,39,3,60,70,43,60
21,40,4,40,45,21,40
21,41,2,70,80,17,70
21,42,3,0,40,13,0
21,43,2,30,50,81,20
21,44,3,20,20,19,20
21,45,5,30,20,19,30
21,46,5,100,70,45,100
21,47,4,2,15,20,5
21,48,3,20,24,18,30
21,49,4,20,30,11,30
21,50,3,0,70,38,0
21,51,3,0,60,26,0
22,1,3,68,35,26,60
22,2,5,26,19,20,50
22,3,4,20,35,29,20
22,4,4,75,75,78,75
22,5,5,20,25,56,20
22,6,4,20,20,29,40
22,7,4,100,44,45,100
22,8,3,60,70,75,70
22,9,2,1,10,29,5
22,10,5,40,46,56,40
22,11,4,38,34,31,20
22,12,1,90,90,78,80
22,13,4,30,19,22,25
22,14,1,13,19,41,15
22,15,1,30,30,60,50
22,16,1,2,19,26,2
22,17,2,79,68,43,60
22,18,1,20,36,82,10
22,19,2,100,48,21,90
22,20,2,50,16,40,50
22,21,2,50,50,35,30
22,22,1,90,90,60,90
22,23,1,100,75,71,90
22,24,4,12,10,14,14
22,25,4,20,20,14,20
22,26,3,40,40,29,20
22,27,3,25,25,45,50
22,28,4,18,23,20,14
22,29,2,65,69,66,60
22,30,3,5,10,48,10
22,31,2,100,90,19,0
22,32,4,20,23,33,20
22,33,3,2,2,15,27
22,34,2,2,8,80,8
22,35,2,23,20,17,40
22,36,2,65,56,26,40
22,37,4,30,30,30,20
22,38,1,86,86,71,80
22,39,2,5,18,43,20
22,40,4,0,3,21,40
22,41,4,40,40,17,40
22,42,3,55,70,13,20
22,43,3,60,43,81,90
22,44,2,10,12,19,15
22,45,3,6,12,19,12
22,46,4,86,87,45,80
22,47,4,7,7,20,9
22,48,3,0,12,18,0
22,49,4,14,19,11,15
22,50,2,0,10,38,8
22,51,3,50,26,26,50
23,1,2,0,30,26,0
23,2,5,10,20,20,10
23,3,5,75,100,29,80
23,4,5,100,80,78,100
23,5,4,80,40,56,80
23,6,2,40,30,29,50
23,7,5,30,40,45,40
23,8,3,80,80,75,80
23,9,5,30,30,29,50
23,10,3,50,60,56,50
23,11,5,60,60,31,80
23,12,1,90,90,78,100
23,13,5,20,20,22,50
23,14,1,60,20,41,70
23,15,2,70,30,60,60
23,16,2,50,50,26,50
23,17,2,10,20,43,20
23,18,1,80,80,82,80
23,19,1,15,15,21,20
23,20,2,40,40,40,80
23,21,2,30,50,35,80
23,22,1,50,50,60,70
23,23,2,100,80,71,80
23,24,3,100,20,14,20
23,25,3,20,30,14,50
23,26,2,100,90,29,100
23,27,1,40,70,45,10
23,28,3,16,16,20,20
23,29,2,80,80,66,100
23,30,3,100,50,48,50
23,31,1,10,30,19,20
23,32,4,0,50,33,0
23,33,4,100,50,15,100
23,34,2,10,20,80,20
23,35,1,0,10,17,0
23,36,3,50,50,26,80
23,37,2,75,75,30,60
23,38,1,80,80,71,90
23,39,1,0,30,43,0
23,40,5,80,80,21,100
23,41,1,100,40,17,80
23,42,2,100,80,13,100
23,43,1,10,80,81,20
23,44,3,20,20,19,20
23,45,4,100,20,19,100
23,46,4,50,40,45,100
23,47,3,30,30,20,30
23,48,3,50,30,18,50
23,49,3,30,20,11,50
23,50,1,0,50,38,0
23,51,3,50,50,26,30
24,1,5,80,18,26,80
24,2,5,70,80,20,80
24,3,5,12,30,29,18
24,4,1,100,76,78,20
24,5,5,90,60,56,78
24,6,5,65,45,29,40
24,7,5,30,29,45,40
24,8,3,99,57,75,99
24,9,3,70,30,29,20
24,10,5,100,65,56,100
24,11,5,0,20,31,20
24,12,3,100,66,78,80
24,13,5,0,24,22,20
24,14,2,80,70,41,80
24,15,3,70,33,60,60
24,16,2,30,45,26,30
24,17,1,9,19,43,20
24,18,1,20,45,82,30
24,19,3,60,50,21,70
24,20,3,85,45,40,70
24,21,3,30,45,35,12
24,22,1,45,67,60,21
24,23,2,100,87,71,99
24,24,3,7,17,14,18
24,25,1,0,28,14,0
24,26,5,99,76,29,99
24,27,3,90,85,45,90
24,28,3,90,60,20,40
24,29,3,99,65,66,80
24,30,2,0,45,48,0
24,31,2,100,80,19,15
24,32,5,20,15,33,30
24,33,3,80,40,15,50
24,34,3,30,20,80,30
24,35,3,65,35,17,20
24,36,2,90,76,26,90
24,37,3,13,20,30,20
24,38,2,99,64,71,90
24,39,1,80,75,43,70
24,40,5,98,67,21,99
24,41,3,70,50,17,70
24,42,3,0,30,13,80
24,43,2,80,70,81,90
24,44,3,0,35,19,30
24,45,5,90,40,19,90
24,46,5,100,50,45,100
24,47,3,90,40,20,40
24,48,1,0,12,18,0
24,49,5,0,22,11,0
24,50,5,100,43,38,100
24,51,3,0,33,26,0
25,1,3,100,20,26,90
25,2,3,80,40,20,80
25,3,1,0,10,29,0
25,4,3,100,80,78,100
25,5,3,100,100,56,100
25,6,4,30,30,29,100
25,7,5,0,89,45,0
25,8,3,100,89,75,100
25,9,3,10,60,29,20
25,10,3,100,20,56,100
25,11,3,100,10,31,80
25,12,3,100,70,78,100
25,13,3,0,2,22,0
25,14,2,70,70,41,40
25,15,2,100,100,60,100
25,16,2,0,20,26,0
25,17,1,5,45,43,10
25,18,1,100,50,82,100
25,19,1,0,60,21,0
25,20,1,0,10,40,10
25,21,3,60,60,35,60
25,22,1,100,90,60,100
25,23,1,100,80,71,100
25,24,3,10,4,14,10
25,25,3,100,70,14,100
25,26,3,100,70,29,100
25,27,5,100,90,45,100
25,28,4,10,10,20,20
25,29,3,99,99,66,100
25,30,3,100,20,48,40
25,31,3,100,80,19,0
25,32,3,0,45,33,0
25,33,3,100,100,15,100
25,34,4,70,10,80,80
25,35,5,0,1,17,0
25,36,1,60,60,26,60
25,37,5,98,80,30,80
25,38,3,100,95,71,100
25,39,3,100,12,43,100
25,40,4,100,50,21,100
25,41,3,40,40,17,40
25,42,3,40,40,13,20
25,43,3,100,80,81,100
25,44,3,10,10,19,10
25,45,3,100,20,19,100
25,46,5,100,80,45,100
25,47,3,10,20,20,10
25,48,3,100,30,18,100
25,49,1,0,15,11,0
25,50,3,0,15,38,0
25,51,1,0,30,26,0
26,1,2,5,10,26,1
26,2,5,15,15,20,10
26,3,5,5,100,29,100
26,4,5,0,90,78,0
26,5,5,100,25,56,100
26,6,5,10,10,29,10
26,7,5,70,30,45,80
26,8,5,99,90,75,100
26,9,4,10,35,29,10
26,10,5,100,50,56,100
26,11,5,50,5,31,90
26,12,2,0,33,78,0
26,13,5,17,50,22,22
26,14,2,80,80,41,80
26,15,3,50,50,60,90
26,16,2,20,10,26,10
26,17,2,20,50,43,20
26,18,1,90,90,82,50
26,19,1,70,25,21,60
26,20,2,75,30,40,75
26,21,3,100,90,35,100
26,22,1,90,90,60,60
26,23,1,15,75,71,20
26,24,3,8,5,14,15
26,25,3,0,10,14,0
26,26,4,100,75,29,100
26,27,3,30,40,45,40
26,28,3,60,60,20,20
26,29,1,99,99,66,90
26,30,3,0,25,48,0
26,31,3,10,30,19,20
26,32,5,90,30,33,90
26,33,3,5,25,15,10
26,34,2,45,66,80,80
26,35,2,0,5,17,30
26,36,2,80,80,26,25
26,37,4,80,80,30,30
26,38,2,30,65,71,90
26,39,3,0,20,43,0
26,40,3,0,10,21,0
26,41,3,50,5,17,50
26,42,3,5,60,13,5
26,43,3,70,40,81,90
26,44,3,10,10,19,15
26,45,3,0,1,19,70
26,46,4,100,40,45,100
26,47,3,10,25,20,20
26,48,3,5,10,18,20
26,49,4,10,5,11,15
26,50,5,20,1,38,40
26,51,3,50,50,26,20
27,1,2,5,5,26,5
27,2,5,25,25,20,50
27,3,3,40,0,29,0
27,4,5,100,100,78,100
27,5,5,10,20,56,50
27,6,4,0,23,29,0
27,7,5,20,95,45,0
27,8,3,100,98,75,100
27,9,4,0,34,29,2
27,10,3,50,70,56,70
27,11,4,1,23,31,2
27,12,2,100,95,78,98
27,13,4,40,0,22,0
27,14,2,20,43,41,20
27,15,3,100,90,60,99
27,16,1,18,0,26,0
27,17,1,20,70,43,0
27,18,1,50,50,82,60
27,19,1,60,30,21,60
27,20,2,20,45,40,12
27,21,3,80,80,35,100
27,22,1,97,97,60,100
27,23,1,0,98,71,0
27,24,3,12,12,14,11
27,25,3,0,70,14,0
27,26,3,100,98,29,100
27,27,2,12,5,45,80
27,28,3,60,60,20,20
27,29,1,80,90,66,80
27,30,3,0,54,48,0
27,31,1,100,60,19,0
27,32,5,100,78,33,100
27,33,4,5,43,15,12
27,34,3,12,12,80,25
27,35,2,0,22,17,0
27,36,2,0,30,26,0
27,37,4,50,50,30,50
27,38,1,95,95,71,87
27,39,3,90,77,43,20
27,40,3,0,35,21,0
27,41,2,0,67,17,0
27,42,3,10,70,13,20
27,43,2,12,60,81,0
27,44,3,20,30,19,12
27,45,3,0,12,19,0
27,46,4,10,80,45,0
27,47,4,12,23,20,0
27,48,2,50,34,18,23
27,49,4,1,7,11,2
27,50,4,23,33,38,20
27,51,2,40,50,26,12
28,1,4,10,10,26,50
28,2,5,5,10,20,20
28,3,3,5,30,29,20
28,4,3,100,90,78,100
28,5,5,10,10,56,30
28,6,5,10,8,29,15
28,7,5,100,43,45,100
28,8,5,100,50,75,100
28,9,4,0,10,29,45
28,10,5,100,100,56,100
28,11,3,50,25,31,10
28,12,1,100,100,78,100
28,13,5,0,34,22,10
28,14,2,99,90,41,77
28,15,2,50,50,60,36
28,16,1,2,5,26,10
28,17,1,10,15,43,10
28,18,1,10,25,82,60
28,19,2,50,45,21,50
28,20,1,0,5,40,10
28,21,2,70,34,35,34
28,22,1,80,75,60,85
28,23,1,100,100,71,90
28,24,3,19,20,14,17
28,25,3,30,45,14,10
28,26,5,100,78,29,100
28,27,4,40,29,45,100
28,28,3,20,15,20,18
28,29,2,75,80,66,70
28,30,3,0,8,48,10
28,31,2,0,20,19,80
28,32,5,65,75,33,20
28,33,1,0,10,15,0
28,34,3,90,90,80,70
28,35,3,40,40,17,30
28,36,1,80,80,26,50
28,37,3,30,30,30,30
28,38,2,100,100,71,100
28,39,1,0,50,43,0
28,40,5,100,90,21,100
28,41,4,79,74,17,20
28,42,3,0,50,13,0
28,43,4,100,75,81,100
28,44,3,14,20,19,20
28,45,4,50,50,19,50
28,46,5,100,90,45,100
28,47,3,60,50,20,40
28,48,3,80,60,18,60
28,49,3,50,30,11,10
28,50,3,50,60,38,50
28,51,3,70,60,26,76
29,1,3,5,5,26,52
29,2,4,15,16,20,78
29,3,2,50,56,29,40
29,4,2,90,85,78,68
29,5,2,60,50,56,4
29,6,5,98,97,29,62
29,7,2,50,45,45,45
29,8,3,50,56,75,48
29,9,5,5,10,29,56
29,10,5,45,50,56,63
29,11,2,85,80,31,49
29,12,1,80,85,78,63
29,13,2,65,70,22,69
29,14,4,45,65,41,14
29,15,3,56,60,60,23
29,16,2,45,70,26,90
29,17,4,56,60,43,24
29,18,4,20,25,82,75
29,19,4,45,50,21,45
29,20,3,85,80,40,45
29,21,1,50,85,35,41
29,22,2,56,15,60,65
29,23,2,56,70,71,26
29,24,2,20,19,14,29
29,25,5,20,40,14,70
29,26,2,52,60,29,78
29,27,4,11,12,45,53
29,28,3,45,50,20,45
29,29,5,1,10,66,79
29,30,3,45,40,48,80
29,31,1,6,8,19,50
29,32,5,5,4,33,42
29,33,2,65,78,15,54
29,34,2,60,90,80,60
29,35,4,8,10,17,20
29,36,4,50,60,26,47
29,37,4,50,56,30,56
29,38,4,2,5,71,53
29,39,5,60,65,43,58
29,40,2,90,95,21,45
29,41,4,90,95,17,46
29,42,2,78,89,13,47
29,43,5,90,95,81,46
29,44,2,10,11,19,50
29,45,1,56,70,19,49
29,46,2,5,50,45,47
29,47,4,15,10,20,85
29,48,4,65,70,18,42
29,49,2,1,5,11,36
29,50,4,10,20,38,46
29,51,4,90,95,26,45
30,1,4,20,35,26,10
30,2,4,50,65,20,25
30,3,4,50,10,29,10
30,4,3,10,55,78,30
30,5,4,51,51,56,24
30,6,4,22,22,29,25
30,7,4,60,60,45,30
30,8,3,85,85,75,80
30,9,3,25,25,29,10
30,10,4,43,43,56,50
30,11,4,10,17,31,30
30,12,3,95,95,78,80
30,13,4,10,10,22,10
30,14,2,26,26,41,23
30,15,2,80,80,60,57
30,16,2,22,22,26,12
30,17,1,20,33,43,35
30,18,2,55,55,82,80
30,19,2,1,19,21,10
30,20,2,30,33,40,45
30,21,2,50,50,35,24
30,22,2,60,60,60,57
30,23,2,95,95,71,60
30,24,3,14,14,14,19
30,25,4,20,12,14,30
30,26,4,100,88,29,80
30,27,2,75,50,45,75
30,28,3,20,20,20,19
30,29,2,75,75,66,70
30,30,3,15,25,48,25
30,31,2,70,65,19,15
30,32,3,6,6,33,33
30,33,3,42,42,15,64
30,34,3,75,75,80,75
30,35,2,5,10,17,15
30,36,1,35,35,26,25
30,37,3,75,75,30,50
30,38,3,100,100,71,100
30,39,4,24,24,43,40
30,40,4,88,88,21,57
30,41,3,80,61,17,64
30,42,3,90,58,13,35
30,43,2,54,54,81,75
30,44,3,22,22,19,12
30,45,4,50,15,19,80
30,46,5,100,76,45,80
30,47,3,13,13,20,10
30,48,3,40,43,18,23
30,49,4,30,30,11,10
30,50,4,45,45,38,55
30,51,3,39,39,26,20
31,1,5,5,5,26,50
31,2,5,20,20,20,20
31,3,2,20,0,29,0
31,4,5,25,90,78,25
31,5,5,20,40,56,55
31,6,5,45,25,29,55
31,7,5,10,30,45,10
31,8,3,90,90,75,80
31,9,2,15,25,29,20
31,10,2,15,45,56,20
31,11,4,20,20,31,25
31,12,3,80,80,78,88
31,13,3,10,0,22,0
31,14,2,60,45,41,55
31,15,1,75,50,60,75
31,16,2,25,55,26,55
31,17,1,15,25,43,15
31,18,2,80,70,82,25
31,19,1,5,10,21,5
31,20,2,5,10,40,5
31,21,2,90,75,35,80
31,22,1,80,70,60,80
31,23,2,20,45,71,25
31,24,3,30,30,14,13
31,25,3,30,44,14,15
31,26,3,100,90,29,80
31,27,3,80,74,45,20
31,28,3,10,10,20,19
31,29,2,80,80,66,88
31,30,3,5,14,48,25
31,31,2,20,44,19,30
31,32,5,0,25,33,10
31,33,3,70,30,15,75
31,34,3,30,24,80,80
31,35,1,5,12,17,10
31,36,2,45,45,26,25
31,37,3,80,80,30,25
31,38,3,95,95,71,85
31,39,3,50,24,43,75
31,40,5,50,75,21,25
31,41,3,45,65,17,40
31,42,4,75,55,13,75
31,43,3,60,50,81,100
31,44,3,17,17,19,17
31,45,3,35,15,19,25
31,46,5,90,75,45,65
31,47,5,75,55,20,40
31,48,4,70,65,18,80
31,49,4,0,5,11,10
31,50,5,10,10,38,34
31,51,3,70,70,26,75
32,1,3,50,60,26,42
32,2,2,15,15,20,0
32,3,3,20,60,29,34
32,4,2,100,100,78,15
32,5,5,45,45,56,63
32,6,4,0,35,29,36
32,7,5,0,43,45,23
32,8,2,100,100,75,54
32,9,4,35,45,29,43
32,10,4,100,100,56,38
32,11,2,15,15,31,46
32,12,1,85,90,78,85
32,13,2,12,37,22,45
32,14,2,100,80,41,56
32,15,1,5,20,60,40
32,16,2,0,20,26,0
32,17,2,10,10,43,46
32,18,3,90,80,82,56
32,19,2,0,30,21,56
32,20,1,0,10,40,12
32,21,3,80,100,35,26
32,22,2,40,40,60,42
32,23,1,20,85,71,75
32,24,3,0,23,14,34
32,25,2,2,21,14,54
32,26,2,3,27,29,20
32,27,3,90,100,45,75
32,28,4,0,40,20,34
32,29,2,1,99,66,32
32,30,2,54,54,48,20
32,31,2,25,25,19,16
32,32,5,2,54,33,43
32,33,3,10,40,15,45
32,34,2,68,97,80,79
32,35,2,45,46,17,32
32,36,2,3,32,26,26
32,37,3,60,60,30,45
32,38,3,100,100,71,35
32,39,3,0,36,43,19
32,40,1,100,100,21,20
32,41,4,0,47,17,67
32,42,3,44,37,13,37
32,43,3,50,50,81,35
32,44,2,75,48,19,79
32,45,4,0,53,19,3
32,46,4,1,80,45,45
32,47,4,0,30,20,18
32,48,3,0,3,18,56
32,49,3,15,40,11,26
32,50,4,0,50,38,46
32,51,4,6,67,26,17
33,1,1,0,10,26,0
33,2,4,30,25,20,25
33,3,5,70,45,29,40
33,4,3,70,50,78,55
33,5,4,100,50,56,100
33,6,4,10,20,29,10
33,7,4,10,20,45,35
33,8,3,100,90,75,100
33,9,4,5,45,29,5
33,10,2,5,20,56,5
33,11,4,0,10,31,20
33,12,2,20,40,78,20
33,13,5,25,40,22,70
33,14,1,5,20,41,5
33,15,2,100,90,60,90
33,16,2,15,20,26,10
33,17,2,10,30,43,10
33,18,2,80,40,82,60
33,19,1,0,8,21,0
33,20,1,5,20,40,5
33,21,1,100,75,35,100
33,22,2,100,100,60,90
33,23,2,75,80,71,70
33,24,3,15,15,14,15
33,25,2,2,10,14,0
33,26,3,100,80,29,100
33,27,2,30,55,45,5
33,28,2,10,10,20,20
33,29,2,95,45,66,25
33,30,2,0,30,48,5
33,31,2,75,20,19,40
33,32,3,30,15,33,90
33,33,3,40,50,15,40
33,34,2,100,80,80,90
33,35,1,0,30,17,0
33,36,2,70,60,26,50
33,37,4,30,30,30,30
33,38,1,100,80,71,95
33,39,1,0,10,43,0
33,40,3,5,25,21,10
33,41,1,0,10,17,0
33,42,3,50,20,13,40
33,43,3,80,50,81,90
33,44,3,20,20,19,20
33,45,3,2,5,19,3
33,46,4,25,45,45,25
33,47,3,10,60,20,20
33,48,2,20,35,18,30
33,49,4,80,10,11,70
33,50,3,40,20,38,40
33,51,3,5,80,26,5
34,1,2,5,5,26,5
34,2,4,5,2,20,12
34,3,3,0,25,29,5
34,4,3,100,95,78,75
34,5,5,90,85,56,85
34,6,4,5,10,29,5
34,7,4,50,65,45,5
34,8,3,80,68,75,80
34,9,5,50,14,29,45
34,10,4,10,75,56,15
34,11,4,0,10,31,5
34,12,3,100,100,78,80
34,13,4,0,12,22,0
34,14,2,5,35,41,5
34,15,1,80,95,60,10
34,16,2,0,13,26,5
34,17,2,0,25,43,0
34,18,2,50,90,82,80
34,19,2,1,86,21,5
34,20,2,0,25,40,5
34,21,2,10,56,35,10
34,22,1,80,80,60,80
34,23,2,95,85,71,85
34,24,3,10,36,14,15
34,25,3,0,25,14,5
34,26,3,100,80,29,85
34,27,1,0,17,45,5
34,28,3,50,50,20,12
34,29,3,95,85,66,40
34,30,3,45,59,48,75
34,31,2,100,95,19,5
34,32,4,100,15,33,80
34,33,3,100,5,15,5
34,34,3,1,7,80,5
34,35,2,50,50,17,35
34,36,2,0,65,26,0
34,37,3,75,50,30,15
34,38,3,100,98,71,85
34,39,1,0,85,43,0
34,40,4,85,90,21,75
34,41,3,85,95,17,60
34,42,3,10,12,13,15
34,43,1,15,45,81,25
34,44,3,0,15,19,15
34,45,4,1,45,19,5
34,46,4,50,50,45,45
34,47,3,0,25,20,0
34,48,2,0,42,18,10
34,49,3,0,15,11,0
34,50,3,0,7,38,0
34,51,3,0,25,26,5
35,1,2,50,50,26,50
35,2,5,20,50,20,40
35,3,2,0,75,29,0
35,4,1,100,75,78,100
35,5,4,100,80,56,75
35,6,4,30,20,29,30
35,7,4,100,80,45,90
35,8,4,75,50,75,50
35,9,5,0,30,29,0
35,10,3,30,60,56,30
35,11,4,0,30,31,0
35,12,2,100,100,78,80
35,13,5,0,25,22,0
35,14,2,35,50,41,40
35,15,2,60,50,60,50
35,16,3,80,45,26,80
35,17,2,30,60,43,25
35,18,2,75,40,82,75
35,19,2,0,30,21,0
35,20,4,100,30,40,50
35,21,2,25,30,35,30
35,22,3,80,70,60,30
35,23,3,90,75,71,100
35,24,3,55,30,14,30
35,25,1,0,40,14,0
35,26,4,100,70,29,100
35,27,3,75,75,45,75
35,28,3,35,60,20,20
35,29,2,40,40,66,75
35,30,2,0,29,48,0
35,31,4,75,50,19,0
35,32,5,100,30,33,0
35,33,4,0,25,15,10
35,34,3,70,60,80,75
35,35,5,0,80,17,0
35,36,3,75,40,26,50
35,37,4,75,50,30,50
35,38,2,76,50,71,75
35,39,3,0,75,43,0
35,40,2,0,40,21,0
35,41,4,40,50,17,50
35,42,3,0,60,13,0
35,43,4,60,60,81,75
35,44,3,40,20,19,20
35,45,4,30,30,19,20
35,46,4,0,20,45,0
35,47,4,0,10,20,0
35,48,3,50,40,18,20
35,49,3,0,10,11,0
35,50,3,0,70,38,0
35,51,3,0,60,26,0
36,1,4,7,5,26,22
36,2,4,24,45,20,8
36,3,4,78,36,29,12
36,4,4,80,79,78,67
36,5,5,16,45,56,65
36,6,4,6,20,29,47
36,7,5,68,36,45,78
36,8,4,89,78,75,80
36,9,4,76,87,29,67
36,10,4,24,67,56,56
36,11,4,69,37,31,78
36,12,2,65,96,78,25
36,13,4,13,5,22,25
36,14,2,90,90,41,45
36,15,2,89,78,60,56
36,16,2,23,47,26,46
36,17,2,23,45,43,78
36,18,2,92,79,82,79
36,19,1,0,24,21,0
36,20,2,89,67,40,68
36,21,2,78,67,35,58
36,22,2,98,98,60,80
36,23,2,80,80,71,34
36,24,4,46,28,14,36
36,25,4,15,25,14,12
36,26,4,98,97,29,18
36,27,4,87,87,45,69
36,28,4,87,87,20,68
36,29,3,90,90,66,79
36,30,2,13,45,48,0
36,31,2,89,56,19,45
36,32,4,22,45,33,25
36,33,4,13,33,15,67
36,34,3,1,13,80,35
36,35,4,80,34,17,35
36,36,2,78,78,26,67
36,37,4,99,94,30,56
36,38,2,90,78,71,90
36,39,1,0,80,43,0
36,40,4,23,13,21,36
36,41,2,0,17,17,7
36,42,4,90,89,13,68
36,43,4,87,67,81,79
36,44,4,0,56,19,22
36,45,4,100,100,19,35
36,46,5,100,79,45,100
36,47,4,2,4,20,33
36,48,3,14,24,18,23
36,49,1,0,7,11,46
36,50,4,90,80,38,69
36,51,3,35,67,26,36
37,1,2,0,8,26,0
37,2,5,0,90,20,20
37,3,4,0,26,29,10
37,4,3,100,80,78,100
37,5,4,33,33,56,40
37,6,5,100,40,29,100
37,7,3,0,56,45,5
37,8,2,10,20,75,10
37,9,4,5,21,29,20
37,10,4,80,60,56,80
37,11,4,15,15,31,20
37,12,2,100,85,78,100
37,13,5,0,9,22,5
37,14,3,10,10,41,10
37,15,3,65,45,60,45
37,16,2,5,15,26,10
37,17,2,0,30,43,0
37,18,2,100,40,82,80
37,19,2,0,15,21,5
37,20,2,100,43,40,60
37,21,3,25,25,35,25
37,22,2,90,75,60,80
37,23,3,90,60,71,80
37,24,3,15,15,14,20
37,25,5,100,40,14,100
37,26,3,80,65,29,100
37,27,3,15,30,45,25
37,28,3,23,25,20,25
37,29,3,35,45,66,60
37,30,4,100,17,48,100
37,31,2,100,30,19,15
37,32,3,100,25,33,100
37,33,3,100,40,15,100
37,34,3,4,11,80,0
37,35,2,80,67,17,80
37,36,3,75,75,26,65
37,37,3,85,85,30,69
37,38,2,100,90,71,100
37,39,3,100,50,43,100
37,40,3,100,55,21,100
37,41,3,100,70,17,80
37,42,3,15,38,13,60
37,43,3,100,80,81,100
37,44,3,5,5,19,10
37,45,3,15,28,19,5
37,46,5,10,10,45,100
37,47,3,0,22,20,0
37,48,1,100,35,18,100
37,49,1,0,15,11,0
37,50,3,0,40,38,0
37,51,3,60,60,26,60
38,1,5,10,21,26,10
38,2,5,10,25,20,25
38,3,5,44,50,29,50
38,4,1,100,99,78,100
38,5,5,34,65,56,40
38,6,2,5,5,29,10
38,7,5,32,67,45,35
38,8,5,100,99,75,100
38,9,3,50,11,29,50
38,10,5,99,60,56,100
38,11,5,2,20,31,25
38,12,2,100,80,78,100
38,13,5,50,50,22,50
38,14,1,20,34,41,80
38,15,2,80,80,60,80
38,16,2,15,15,26,25
38,17,2,1,20,43,10
38,18,1,56,66,82,25
38,19,1,56,67,21,20
38,20,5,50,10,40,5
38,21,1,33,33,35,80
38,22,1,80,60,60,80
38,23,1,40,89,71,15
38,24,5,10,10,14,20
38,25,3,5,66,14,25
38,26,5,100,99,29,100
38,27,3,1,13,45,5
38,28,4,20,20,20,20
38,29,1,80,80,66,100
38,30,1,0,61,48,0
38,31,2,15,23,19,15
38,32,2,67,21,33,15
38,33,4,0,1,15,10
38,34,1,11,11,80,5
38,35,4,5,10,17,25
38,36,3,20,43,26,15
38,37,5,80,69,30,60
38,38,1,100,88,71,100
38,39,4,67,45,43,35
38,40,5,100,100,21,100
38,41,3,100,70,17,100
38,42,3,100,80,13,45
38,43,3,36,45,81,31
38,44,4,20,20,19,20
38,45,5,100,50,19,100
38,46,5,50,30,45,50
38,47,4,0,40,20,0
38,48,3,5,25,18,1
38,49,2,20,20,11,20
38,50,4,56,70,38,75
38,51,3,50,50,26,50
39,1,4,40,30,26,20
39,2,5,50,30,20,30
39,3,3,20,0,29,10
39,4,2,60,69,78,60
39,5,3,10,10,56,30
39,6,4,80,70,29,80
39,7,4,100,40,45,100
39,8,4,30,30,75,80
39,9,2,10,10,29,10
39,10,4,40,70,56,40
39,11,3,60,60,31,20
39,12,2,50,50,78,20
39,13,3,15,10,22,10
39,14,4,100,100,41,80
39,15,2,90,90,60,80
39,16,2,30,40,26,50
39,17,2,60,70,43,60
39,18,1,80,80,82,90
39,19,1,10,20,21,10
39,20,4,80,60,40,90
39,21,1,40,10,35,60
39,22,1,80,80,60,50
39,23,2,100,80,71,90
39,24,3,30,20,14,25
39,25,2,0,25,14,10
39,26,4,100,70,29,90
39,27,4,20,20,45,90
39,28,3,20,15,20,20
39,29,2,70,70,66,80
39,30,3,30,40,48,30
39,31,3,100,90,19,10
39,32,2,90,60,33,70
39,33,2,100,60,15,90
39,34,2,100,80,80,80
39,35,3,50,40,17,70
39,36,2,10,90,26,40
39,37,4,60,60,30,70
39,38,2,90,90,71,90
39,39,1,0,70,43,10
39,40,4,100,85,21,90
39,41,2,80,80,17,40
39,42,2,30,70,13,20
39,43,4,100,80,81,90
39,44,3,0,5,19,10
39,45,2,10,50,19,10
39,46,3,50,40,45,40
39,47,3,20,25,20,20
39,48,3,10,60,18,20
39,49,2,10,12,11,10
39,50,5,90,70,38,90
39,51,3,90,70,26,80
40,1,3,50,50,26,50
40,2,2,80,80,20,80
40,3,3,0,75,29,0
40,4,4,99,75,78,99
40,5,4,15,15,56,15
