"Participant","Event","E1","eBR","BR","Valence","E2","trialtype","signed_EE","abs_EE","direction","update"
1,1,77,65,56,3,77,"neutral",21,21,-1,0
1,2,33,50,29,3,3,"neutral",4,4,-1,30
1,3,50,40,20,3,40,"neutral",30,30,-1,10
1,4,10,40,17,3,70,"neutral",-7,7,1,60
1,5,50,35,38,3,50,"neutral",12,12,-1,0
1,6,3,30,26,3,3,"neutral",-23,23,1,0
1,7,65,50,62,3,65,"neutral",3,3,-1,0
1,8,20,40,59,3,30,"neutral",-39,39,1,10
1,9,65,35,65,3,45,"neutral",0,0,0,0
1,10,60,70,55,2,70,"negative",5,5,-1,-10
1,11,40,60,52,2,65,"negative",-12,12,1,25
1,12,75,70,48,3,75,"neutral",27,27,-1,0
1,13,10,17,30,3,40,"neutral",-20,20,1,30
1,14,40,60,55,4,60,"positive",-15,15,1,20
1,15,20,55,42,3,20,"neutral",-22,22,1,0
1,16,75,60,32,3,65,"neutral",43,43,-1,10
1,17,75,65,41,3,50,"neutral",34,34,-1,25
1,18,70,70,48,1,60,"negative",22,22,-1,10
1,19,50,40,49,3,50,"neutral",1,1,-1,0
1,20,20,20,44,3,35,"neutral",-24,24,1,15
1,21,40,35,33,2,30,"negative",7,7,-1,10
1,22,45,65,51,3,50,"neutral",-6,6,1,5
1,23,65,65,37,3,50,"neutral",28,28,-1,15
1,24,70,75,43,3,35,"neutral",27,27,-1,35
1,25,35,40,39,4,45,"positive",-4,4,1,10
1,26,70,75,35,3,65,"neutral",35,35,-1,5
1,27,60,55,30,2,40,"negative",30,30,-1,20
1,28,65,30,70,3,35,"neutral",-5,5,1,-30
1,29,70,75,10,3,70,"neutral",60,60,-1,0
1,30,33,33,23,2,20,"negative",10,10,-1,13
1,31,70,50,23,2,65,"negative",47,47,-1,5
1,32,35,45,36,2,40,"negative",-1,1,1,5
1,33,70,75,33,3,30,"neutral",37,37,-1,40
1,34,25,55,36,3,35,"neutral",-11,11,1,10
1,35,15,35,45,4,20,"positive",-30,30,1,5
1,36,65,60,43,3,60,"neutral",22,22,-1,5
1,37,77,60,38,3,65,"neutral",39,39,-1,12
1,38,70,70,33,3,40,"neutral",37,37,-1,30
1,39,5,20,47,2,30,"negative",-42,42,1,25
2,1,60,75,56,5,56,"positive",4,4,-1,4
2,2,65,45,29,4,33,"positive",36,36,-1,32
2,3,55,66,20,4,14,"positive",35,35,-1,41
2,4,77,10,17,1,56,"negative",60,60,-1,21
2,5,10,25,38,2,32,"negative",-28,28,1,22
2,6,70,56,26,2,42,"negative",44,44,-1,28
2,7,20,30,62,2,45,"negative",-42,42,1,25
2,8,35,25,59,2,56,"negative",-24,24,1,21
2,9,50,70,65,3,65,"neutral",-15,15,1,15
2,10,40,56,55,2,35,"negative",-15,15,1,-5
2,11,20,32,52,2,25,"negative",-32,32,1,5
2,12,30,20,48,3,45,"neutral",-18,18,1,15
2,13,10,35,30,2,23,"negative",-20,20,1,13
2,14,25,45,55,4,45,"positive",-30,30,1,20
2,15,70,56,42,4,69,"positive",28,28,-1,1
2,16,56,60,32,3,23,"neutral",24,24,-1,33
2,17,70,56,41,5,35,"positive",29,29,-1,35
2,18,30,25,48,5,46,"positive",-18,18,1,16
2,19,25,30,49,4,55,"positive",-24,24,1,30
2,20,25,40,44,3,32,"neutral",-19,19,1,7
2,21,60,45,33,5,15,"positive",27,27,-1,45
2,22,20,35,51,1,57,"negative",-31,31,1,37
2,23,3,3,37,3,45,"neutral",-34,34,1,42
2,24,35,45,43,5,70,"positive",-8,8,1,35
2,25,20,15,39,1,40,"negative",-19,19,1,20
2,26,60,70,35,2,59,"negative",25,25,-1,1
2,27,35,55,30,4,30,"positive",5,5,-1,5
2,28,70,55,70,4,75,"positive",0,0,0,0
2,29,30,25,10,3,35,"neutral",20,20,-1,-5
2,30,77,60,23,1,15,"negative",54,54,-1,62
2,31,56,65,23,4,15,"positive",33,33,-1,41
2,32,30,40,36,2,40,"negative",-6,6,1,10
2,33,70,56,33,4,37,"positive",37,37,-1,33
2,34,20,15,36,4,30,"positive",-16,16,1,10
2,35,65,55,45,4,65,"positive",20,20,-1,0
2,36,56,45,43,2,65,"negative",13,13,-1,-9
2,37,60,70,38,2,35,"negative",22,22,-1,25
2,38,20,33,33,3,20,"neutral",-13,13,1,0
2,39,10,30,47,1,20,"negative",-37,37,1,10
3,1,75,50,56,3,60,"neutral",19,19,-1,15
3,2,3,50,29,2,5,"negative",-26,26,1,2
3,3,24,27,20,3,20,"neutral",4,4,-1,4
3,4,75,75,17,4,30,"positive",58,58,-1,45
3,5,5,77,38,2,5,"negative",-33,33,1,0
3,6,5,10,26,4,10,"positive",-21,21,1,5
3,7,5,5,62,3,40,"neutral",-57,57,1,35
3,8,30,40,59,3,40,"neutral",-29,29,1,10
3,9,60,50,65,3,40,"neutral",-5,5,1,-20
3,10,66,50,55,1,60,"negative",11,11,-1,6
3,11,10,30,52,2,40,"negative",-42,42,1,30
3,12,75,58,48,3,45,"neutral",27,27,-1,30
3,13,3,15,30,3,30,"neutral",-27,27,1,27
3,14,20,30,55,4,40,"positive",-35,35,1,20
3,15,3,26,42,3,10,"neutral",-39,39,1,7
3,16,75,59,32,3,70,"neutral",43,43,-1,5
3,17,5,5,41,3,50,"neutral",-36,36,1,45
3,18,20,30,48,4,59,"positive",-28,28,1,39
3,19,50,55,49,3,50,"neutral",1,1,-1,0
3,20,10,30,44,3,40,"neutral",-34,34,1,30
3,21,37,40,33,2,20,"negative",4,4,-1,17
3,22,46,56,51,3,50,"neutral",-5,5,1,4
3,23,50,60,37,2,30,"negative",13,13,-1,20
3,24,60,60,43,3,50,"neutral",17,17,-1,10
3,25,56,60,39,3,30,"neutral",17,17,-1,26
3,26,58,60,35,3,30,"neutral",23,23,-1,28
3,27,50,77,30,3,44,"neutral",20,20,-1,6
3,28,6,17,70,3,30,"neutral",-64,64,1,24
3,29,15,30,10,3,30,"neutral",5,5,-1,-15
3,30,12,13,23,3,30,"neutral",-11,11,1,18
3,31,20,24,23,3,40,"neutral",-3,3,1,20
3,32,10,20,36,2,30,"negative",-26,26,1,20
3,33,20,40,33,3,30,"neutral",-13,13,1,10
3,34,55,46,36,3,44,"neutral",19,19,-1,11
3,35,60,40,45,4,60,"positive",15,15,-1,0
3,36,44,30,43,4,40,"positive",1,1,-1,4
3,37,50,50,38,3,20,"neutral",12,12,-1,30
3,38,19,35,33,3,40,"neutral",-14,14,1,21
3,39,66,56,47,2,40,"negative",19,19,-1,26
4,1,20,65,56,2,56,"negative",-36,36,1,36
4,2,30,70,29,2,20,"negative",1,1,-1,10
4,3,60,50,20,3,23,"neutral",40,40,-1,37
4,4,70,60,17,4,30,"positive",53,53,-1,40
4,5,60,60,38,2,40,"negative",22,22,-1,20
4,6,50,40,26,3,23,"neutral",24,24,-1,27
4,7,30,40,62,5,57,"positive",-32,32,1,27
4,8,9,15,59,2,51,"negative",-50,50,1,42
4,9,32,32,65,2,46,"negative",-33,33,1,14
4,10,50,70,55,2,60,"negative",-5,5,1,10
4,11,3,10,52,4,60,"positive",-49,49,1,57
4,12,60,60,48,4,35,"positive",12,12,-1,25
4,13,10,11,30,1,17,"negative",-20,20,1,7
4,14,70,50,55,4,65,"positive",15,15,-1,5
4,15,3,67,42,4,3,"positive",-39,39,1,0
4,16,65,71,32,2,46,"negative",33,33,-1,19
4,17,30,50,41,3,20,"neutral",-11,11,1,-10
4,18,20,40,48,4,50,"positive",-28,28,1,30
4,19,20,30,49,3,48,"neutral",-29,29,1,28
4,20,17,30,44,3,34,"neutral",-27,27,1,17
4,21,70,65,33,3,25,"neutral",37,37,-1,45
4,22,3,3,51,3,33,"neutral",-48,48,1,30
4,23,30,50,37,2,33,"negative",-7,7,1,3
4,24,70,50,43,2,47,"negative",27,27,-1,23
4,25,26,40,39,3,45,"neutral",-13,13,1,19
4,26,75,70,35,4,40,"positive",40,40,-1,35
4,27,20,43,30,3,37,"neutral",-10,10,1,17
4,28,55,70,70,4,55,"positive",-15,15,1,0
4,29,45,29,10,4,21,"positive",35,35,-1,24
4,30,29,45,23,3,22,"neutral",6,6,-1,7
4,31,50,41,23,3,25,"neutral",27,27,-1,25
4,32,10,25,36,3,23,"neutral",-26,26,1,13
4,33,50,46,33,3,40,"neutral",17,17,-1,10
4,34,15,20,36,3,40,"neutral",-21,21,1,25
4,35,55,60,45,4,11,"positive",10,10,-1,44
4,36,3,60,43,2,3,"negative",-40,40,1,0
4,37,48,67,38,4,32,"positive",10,10,-1,16
4,38,30,54,33,3,37,"neutral",-3,3,1,7
4,39,30,30,47,3,30,"neutral",-17,17,1,0
5,1,10,5,56,4,9,"positive",-46,46,1,-1
5,2,5,5,29,3,4,"neutral",-24,24,1,-1
5,3,10,8,20,5,8,"positive",-10,10,1,-2
5,4,10,10,17,3,10,"neutral",-7,7,1,0
5,5,3,3,38,2,3,"negative",-35,35,1,0
5,6,3,5,26,3,3,"neutral",-23,23,1,0
5,7,10,4,62,5,4,"positive",-52,52,1,-6
5,8,3,3,59,4,10,"positive",-56,56,1,7
5,9,3,3,65,3,4,"neutral",-62,62,1,1
5,10,10,10,55,1,3,"negative",-45,45,1,-7
5,11,8,6,52,1,6,"negative",-44,44,1,-2
5,12,6,10,48,3,8,"neutral",-42,42,1,2
5,13,3,3,30,2,3,"negative",-27,27,1,0
5,14,5,5,55,3,4,"neutral",-50,50,1,-1
5,15,8,5,42,4,8,"positive",-34,34,1,0
5,16,3,3,32,4,8,"positive",-29,29,1,5
5,17,4,7,41,3,9,"neutral",-37,37,1,5
5,18,5,3,48,3,5,"neutral",-43,43,1,0
5,19,5,3,49,3,4,"neutral",-44,44,1,-1
5,20,3,4,44,3,4,"neutral",-41,41,1,1
5,21,5,4,33,3,10,"neutral",-28,28,1,5
5,22,3,3,51,3,4,"neutral",-48,48,1,1
5,23,6,8,37,2,8,"negative",-31,31,1,2
5,24,3,3,43,3,3,"neutral",-40,40,1,0
5,25,4,3,39,3,10,"neutral",-35,35,1,6
5,26,6,5,35,2,4,"negative",-29,29,1,-2
5,27,5,5,30,3,4,"neutral",-25,25,1,-1
5,28,7,8,70,3,7,"neutral",-63,63,1,0
5,29,10,10,10,3,9,"neutral",0,0,0,0
5,30,3,3,23,3,3,"neutral",-20,20,1,0
5,31,3,3,23,3,3,"neutral",-20,20,1,0
5,32,6,3,36,2,6,"negative",-30,30,1,0
5,33,5,3,33,4,9,"positive",-28,28,1,4
5,34,8,4,36,3,8,"neutral",-28,28,1,0
5,35,3,3,45,4,5,"positive",-42,42,1,2
5,36,3,3,43,1,3,"negative",-40,40,1,0
5,37,4,3,38,2,7,"negative",-34,34,1,3
5,38,5,5,33,3,6,"neutral",-28,28,1,1
5,39,5,5,47,3,5,"neutral",-42,42,1,0
6,1,5,3,56,4,30,"positive",-51,51,1,25
6,2,5,5,29,4,4,"positive",-24,24,1,-1
6,3,5,5,20,5,4,"positive",-15,15,1,-1
6,4,5,5,17,4,60,"positive",-12,12,1,55
6,5,3,5,38,3,4,"neutral",-35,35,1,1
6,6,3,4,26,3,3,"neutral",-23,23,1,0
6,7,3,4,62,4,6,"positive",-59,59,1,3
6,8,5,3,59,3,4,"neutral",-54,54,1,-1
6,9,5,3,65,4,3,"positive",-60,60,1,-2
6,10,3,5,55,5,4,"positive",-52,52,1,1
6,11,3,3,52,4,4,"positive",-49,49,1,1
6,12,3,3,48,2,3,"negative",-45,45,1,0
6,13,5,5,30,4,3,"positive",-25,25,1,-2
6,14,3,4,55,4,20,"positive",-52,52,1,17
6,15,4,5,42,5,5,"positive",-38,38,1,1
6,16,5,5,32,5,5,"positive",-27,27,1,0
6,17,3,3,41,3,3,"neutral",-38,38,1,0
6,18,3,4,48,3,3,"neutral",-45,45,1,0
6,19,3,4,49,4,4,"positive",-46,46,1,1
6,20,4,3,44,3,4,"neutral",-40,40,1,0
6,21,3,3,33,2,3,"negative",-30,30,1,0
6,22,3,3,51,4,3,"positive",-48,48,1,0
6,23,4,3,37,3,3,"neutral",-33,33,1,-1
6,24,3,3,43,3,30,"neutral",-40,40,1,27
6,25,3,4,39,1,3,"negative",-36,36,1,0
6,26,5,4,35,4,4,"positive",-30,30,1,-1
6,27,5,3,30,3,4,"neutral",-25,25,1,-1
6,28,3,4,70,5,5,"positive",-67,67,1,2
6,29,5,4,10,3,29,"neutral",-5,5,1,24
6,30,4,3,23,5,5,"positive",-19,19,1,1
6,31,4,4,23,5,3,"positive",-19,19,1,-1
6,32,3,4,36,4,40,"positive",-33,33,1,37
6,33,4,3,33,4,50,"positive",-29,29,1,46
6,34,5,5,36,4,4,"positive",-31,31,1,-1
6,35,5,5,45,5,50,"positive",-40,40,1,45
6,36,5,5,43,5,3,"positive",-38,38,1,-2
6,37,4,4,38,3,10,"neutral",-34,34,1,6
6,38,5,4,33,2,50,"negative",-28,28,1,45
6,39,4,4,47,4,4,"positive",-43,43,1,0
7,1,30,22,56,3,55,"neutral",-26,26,1,25
7,2,3,65,29,3,77,"neutral",-26,26,1,74
7,3,66,33,20,3,77,"neutral",46,46,-1,-11
7,4,77,55,17,1,27,"negative",60,60,-1,50
7,5,3,43,38,3,21,"neutral",-35,35,1,18
7,6,40,50,26,3,32,"neutral",14,14,-1,8
7,7,3,19,62,2,55,"negative",-59,59,1,52
7,8,55,77,59,3,55,"neutral",-4,4,1,0
7,9,21,34,65,3,33,"neutral",-44,44,1,12
7,10,50,50,55,1,45,"negative",-5,5,1,-5
7,11,22,35,52,3,61,"neutral",-30,30,1,39
7,12,3,15,48,3,45,"neutral",-45,45,1,42
7,13,32,21,30,3,33,"neutral",2,2,-1,-1
7,14,3,77,55,3,44,"neutral",-52,52,1,41
7,15,77,77,42,3,33,"neutral",35,35,-1,44
7,16,50,20,32,2,18,"negative",18,18,-1,32
7,17,32,49,41,3,33,"neutral",-9,9,1,1
7,18,50,69,48,3,33,"neutral",2,2,-1,17
7,19,13,33,49,3,43,"neutral",-36,36,1,30
7,20,12,19,44,3,44,"neutral",-32,32,1,32
7,21,3,67,33,3,33,"neutral",-30,30,1,30
7,22,69,35,51,3,32,"neutral",18,18,-1,37
7,23,36,45,37,2,76,"negative",-1,1,1,40
7,24,45,44,43,3,43,"neutral",2,2,-1,2
7,25,44,43,39,3,43,"neutral",5,5,-1,1
7,26,31,20,35,3,44,"neutral",-4,4,1,13
7,27,33,44,30,2,22,"negative",3,3,-1,11
7,28,60,33,70,3,22,"neutral",-10,10,1,-38
7,29,55,44,10,3,38,"neutral",45,45,-1,17
7,30,48,66,23,2,26,"negative",25,25,-1,22
7,31,50,44,23,3,66,"neutral",27,27,-1,-16
7,32,55,56,36,3,55,"neutral",19,19,-1,0
7,33,77,77,33,3,50,"neutral",44,44,-1,27
7,34,66,63,36,3,45,"neutral",30,30,-1,21
7,35,55,55,45,4,28,"positive",10,10,-1,27
7,36,32,23,43,3,44,"neutral",-11,11,1,12
7,37,22,44,38,3,77,"neutral",-16,16,1,55
7,38,40,76,33,3,44,"neutral",7,7,-1,-4
7,39,70,75,47,3,33,"neutral",23,23,-1,37
8,1,3,40,56,5,3,"positive",-53,53,1,0
8,2,3,33,29,4,3,"positive",-26,26,1,0
8,3,5,30,20,4,4,"positive",-15,15,1,-1
8,4,7,70,17,3,7,"neutral",-10,10,1,0
8,5,3,30,38,2,3,"negative",-35,35,1,0
8,6,6,50,26,3,3,"neutral",-20,20,1,-3
8,7,4,50,62,3,3,"neutral",-58,58,1,-1
8,8,4,30,59,4,4,"positive",-55,55,1,0
8,9,3,10,65,2,3,"negative",-62,62,1,0
8,10,3,60,55,1,5,"negative",-52,52,1,2
8,11,7,30,52,1,5,"negative",-45,45,1,-2
8,12,3,30,48,4,4,"positive",-45,45,1,1
8,13,5,40,30,3,3,"neutral",-25,25,1,-2
8,14,4,50,55,1,5,"negative",-51,51,1,1
8,15,5,60,42,4,7,"positive",-37,37,1,2
8,16,7,60,32,4,5,"positive",-25,25,1,-2
8,17,4,25,41,3,3,"neutral",-37,37,1,-1
8,18,4,40,48,4,5,"positive",-44,44,1,1
8,19,5,60,49,4,7,"positive",-44,44,1,2
8,20,5,55,44,3,4,"neutral",-39,39,1,-1
8,21,4,20,33,4,3,"positive",-29,29,1,-1
8,22,5,50,51,3,5,"neutral",-46,46,1,0
8,23,4,40,37,2,4,"negative",-33,33,1,0
8,24,4,60,43,3,4,"neutral",-39,39,1,0
8,25,7,65,39,3,5,"neutral",-32,32,1,-2
8,26,6,50,35,3,5,"neutral",-29,29,1,-1
8,27,5,35,30,3,4,"neutral",-25,25,1,-1
8,28,7,50,70,4,4,"positive",-63,63,1,-3
8,29,4,30,10,4,4,"positive",-6,6,1,0
8,30,3,40,23,3,3,"neutral",-20,20,1,0
8,31,5,60,23,3,4,"neutral",-18,18,1,-1
8,32,4,40,36,3,4,"neutral",-32,32,1,0
8,33,7,60,33,4,5,"positive",-26,26,1,-2
8,34,5,10,36,3,4,"neutral",-31,31,1,-1
8,35,3,50,45,1,3,"negative",-42,42,1,0
8,36,3,20,43,2,3,"negative",-40,40,1,0
8,37,3,40,38,3,5,"neutral",-35,35,1,2
8,38,3,30,33,3,3,"neutral",-30,30,1,0
8,39,5,60,47,4,5,"positive",-42,42,1,0
9,1,77,60,56,3,70,"neutral",21,21,-1,7
9,2,70,55,29,5,70,"positive",41,41,-1,0
9,3,25,28,20,3,36,"neutral",5,5,-1,-11
9,4,77,50,17,4,58,"positive",60,60,-1,19
9,5,15,12,38,3,15,"neutral",-23,23,1,0
9,6,45,20,26,3,15,"neutral",19,19,-1,30
9,7,55,55,62,3,58,"neutral",-7,7,1,3
9,8,50,58,59,4,50,"positive",-9,9,1,0
9,9,25,28,65,2,45,"negative",-40,40,1,20
9,10,38,38,55,1,58,"negative",-17,17,1,20
9,11,50,40,52,2,58,"negative",-2,2,1,8
9,12,50,50,48,3,38,"neutral",2,2,-1,12
9,13,15,15,30,2,20,"negative",-15,15,1,5
9,14,58,50,55,4,48,"positive",3,3,-1,10
9,15,77,77,42,5,40,"positive",35,35,-1,37
9,16,15,38,32,3,28,"neutral",-17,17,1,13
9,17,50,60,41,4,65,"positive",9,9,-1,-15
9,18,77,77,48,3,60,"neutral",29,29,-1,17
9,19,77,77,49,4,70,"positive",28,28,-1,7
9,20,60,58,44,3,60,"neutral",16,16,-1,0
9,21,50,35,33,4,38,"positive",17,17,-1,12
9,22,50,50,51,2,30,"negative",-1,1,1,-20
9,23,38,32,37,3,32,"neutral",1,1,-1,6
9,24,40,45,43,4,58,"positive",-3,3,1,18
9,25,25,18,39,2,25,"negative",-14,14,1,0
9,26,58,55,35,3,25,"neutral",23,23,-1,33
9,27,58,55,30,3,32,"neutral",28,28,-1,26
9,28,40,32,70,4,65,"positive",-30,30,1,25
9,29,25,18,10,4,40,"positive",15,15,-1,-15
9,30,3,28,23,3,3,"neutral",-20,20,1,0
9,31,58,58,23,4,60,"positive",35,35,-1,-2
9,32,35,30,36,3,58,"neutral",-1,1,1,23
9,33,58,55,33,4,65,"positive",25,25,-1,-7
9,34,38,30,36,3,35,"neutral",2,2,-1,3
9,35,3,50,45,1,3,"negative",-42,42,1,0
9,36,77,70,43,4,70,"positive",34,34,-1,7
9,37,18,20,38,3,50,"neutral",-20,20,1,32
9,38,20,20,33,2,38,"negative",-13,13,1,18
9,39,38,38,47,3,35,"neutral",-9,9,1,-3
10,1,3,28,56,4,22,"positive",-53,53,1,19
10,2,3,48,29,4,22,"positive",-26,26,1,19
10,3,32,23,20,3,52,"neutral",12,12,-1,-20
10,4,76,68,17,2,65,"negative",59,59,-1,11
10,5,77,54,38,4,77,"positive",39,39,-1,0
10,6,38,40,26,2,11,"negative",12,12,-1,27
10,7,44,51,62,4,65,"positive",-18,18,1,21
10,8,12,35,59,4,36,"positive",-47,47,1,24
10,9,34,38,65,2,43,"negative",-31,31,1,9
10,10,67,32,55,2,43,"negative",12,12,-1,24
10,11,70,61,52,3,67,"neutral",18,18,-1,3
10,12,60,55,48,4,33,"positive",12,12,-1,27
10,13,3,23,30,4,11,"positive",-27,27,1,8
10,14,56,55,55,4,56,"positive",1,1,-1,0
10,15,70,68,42,3,68,"neutral",28,28,-1,2
10,16,70,64,32,3,34,"neutral",38,38,-1,36
10,17,13,21,41,3,34,"neutral",-28,28,1,21
10,18,40,75,48,4,66,"positive",-8,8,1,26
10,19,76,35,49,4,67,"positive",27,27,-1,9
10,20,56,35,44,3,43,"neutral",12,12,-1,13
10,21,65,60,33,5,56,"positive",32,32,-1,9
10,22,14,16,51,4,59,"positive",-37,37,1,45
10,23,24,37,37,3,32,"neutral",-13,13,1,8
10,24,11,25,43,3,34,"neutral",-32,32,1,23
10,25,23,54,39,2,32,"negative",-16,16,1,9
10,26,43,57,35,4,47,"positive",8,8,-1,-4
10,27,54,51,30,2,56,"negative",24,24,-1,-2
10,28,53,43,70,4,65,"positive",-17,17,1,12
10,29,33,38,10,4,24,"positive",23,23,-1,9
10,30,70,65,23,3,38,"neutral",47,47,-1,32
10,31,49,58,23,3,23,"neutral",26,26,-1,26
10,32,3,10,36,2,21,"negative",-33,33,1,18
10,33,23,45,33,3,47,"neutral",-10,10,1,24
10,34,4,3,36,4,28,"positive",-32,32,1,24
10,35,43,67,45,3,3,"neutral",-2,2,1,-40
10,36,3,25,43,2,3,"negative",-40,40,1,0
10,37,44,32,38,3,65,"neutral",6,6,-1,-21
10,38,57,60,33,3,32,"neutral",24,24,-1,25
10,39,10,45,47,3,44,"neutral",-37,37,1,34
11,1,24,21,56,3,3,"neutral",-32,32,1,-21
11,2,3,20,29,4,10,"positive",-26,26,1,7
11,3,60,54,20,3,59,"neutral",40,40,-1,1
11,4,60,70,17,2,70,"negative",43,43,-1,-10
11,5,60,50,38,5,17,"positive",22,22,-1,43
11,6,67,48,26,3,65,"neutral",41,41,-1,2
11,7,21,28,62,3,21,"neutral",-41,41,1,0
11,8,36,35,59,3,50,"neutral",-23,23,1,14
11,9,20,28,65,3,57,"neutral",-45,45,1,37
11,10,60,54,55,2,65,"negative",5,5,-1,-5
11,11,30,31,52,1,50,"negative",-22,22,1,20
11,12,40,40,48,3,43,"neutral",-8,8,1,3
11,13,25,11,30,3,10,"neutral",-5,5,1,-15
11,14,77,77,55,3,35,"neutral",22,22,-1,42
11,15,77,58,42,5,70,"positive",35,35,-1,7
11,16,69,59,32,3,34,"neutral",37,37,-1,35
11,17,18,20,41,3,30,"neutral",-23,23,1,12
11,18,70,70,48,3,60,"neutral",22,22,-1,10
11,19,40,49,49,3,39,"neutral",-9,9,1,-1
11,20,30,20,44,3,32,"neutral",-14,14,1,2
11,21,35,40,33,4,28,"positive",2,2,-1,7
11,22,30,40,51,2,60,"negative",-21,21,1,30
11,23,39,29,37,3,58,"neutral",2,2,-1,-19
11,24,10,40,43,5,59,"positive",-33,33,1,49
11,25,50,50,39,3,39,"neutral",11,11,-1,11
11,26,68,56,35,3,49,"neutral",33,33,-1,19
11,27,20,31,30,3,38,"neutral",-10,10,1,18
11,28,40,30,70,3,28,"neutral",-30,30,1,-12
11,29,40,50,10,3,34,"neutral",30,30,-1,6
11,30,10,10,23,3,28,"neutral",-13,13,1,18
11,31,47,50,23,3,42,"neutral",24,24,-1,5
11,32,54,46,36,3,54,"neutral",18,18,-1,0
11,33,20,26,33,3,49,"neutral",-13,13,1,29
11,34,59,59,36,3,26,"neutral",23,23,-1,33
11,35,58,53,45,5,68,"positive",13,13,-1,-10
11,36,60,61,43,2,69,"negative",17,17,-1,-9
11,37,60,63,38,3,68,"neutral",22,22,-1,-8
11,38,30,28,33,3,43,"neutral",-3,3,1,13
11,39,48,38,47,2,49,"negative",1,1,-1,-1
12,1,77,40,56,3,65,"neutral",21,21,-1,12
12,2,20,55,29,4,35,"positive",-9,9,1,15
12,3,60,50,20,3,50,"neutral",40,40,-1,10
12,4,77,77,17,3,70,"neutral",60,60,-1,7
12,5,30,50,38,4,35,"positive",-8,8,1,5
12,6,50,60,26,2,20,"negative",24,24,-1,30
12,7,55,55,62,3,50,"neutral",-7,7,1,-5
12,8,60,50,59,4,40,"positive",1,1,-1,20
12,9,50,50,65,2,36,"negative",-15,15,1,-14
12,10,65,65,55,2,60,"negative",10,10,-1,5
12,11,20,60,52,2,50,"negative",-32,32,1,30
12,12,10,33,48,3,40,"neutral",-38,38,1,30
12,13,3,20,30,2,3,"negative",-27,27,1,0
12,14,3,40,55,3,50,"neutral",-52,52,1,47
12,15,77,77,42,4,70,"positive",35,35,-1,7
12,16,77,77,32,4,77,"positive",45,45,-1,0
12,17,30,30,41,3,40,"neutral",-11,11,1,10
12,18,60,60,48,3,20,"neutral",12,12,-1,40
12,19,60,40,49,4,77,"positive",11,11,-1,-17
12,20,40,40,44,3,56,"neutral",-4,4,1,16
12,21,30,60,33,4,35,"positive",-3,3,1,5
12,22,60,65,51,3,70,"neutral",9,9,-1,-10
12,23,40,45,37,3,40,"neutral",3,3,-1,0
12,24,35,35,43,4,45,"positive",-8,8,1,10
12,25,50,50,39,3,40,"neutral",11,11,-1,10
12,26,77,65,35,3,30,"neutral",42,42,-1,47
12,27,65,65,30,3,45,"neutral",35,35,-1,20
12,28,40,50,70,4,55,"positive",-30,30,1,15
12,29,55,50,10,3,40,"neutral",45,45,-1,15
12,30,50,20,23,4,40,"positive",27,27,-1,10
12,31,70,30,23,3,40,"neutral",47,47,-1,30
12,32,5,3,36,2,10,"negative",-31,31,1,5
12,33,77,77,33,4,38,"positive",44,44,-1,39
12,34,77,77,36,3,40,"neutral",41,41,-1,37
12,35,65,60,45,4,65,"positive",20,20,-1,0
12,36,77,77,43,4,70,"positive",34,34,-1,7
12,37,69,70,38,4,40,"positive",31,31,-1,29
12,38,20,10,33,4,25,"positive",-13,13,1,5
12,39,40,50,47,3,50,"neutral",-7,7,1,10
13,1,30,45,56,5,35,"positive",-26,26,1,5
13,2,30,36,29,4,31,"positive",1,1,-1,-1
13,3,70,3,20,4,45,"positive",50,50,-1,25
13,4,77,50,17,3,50,"neutral",60,60,-1,27
13,5,62,50,38,5,36,"positive",24,24,-1,26
13,6,40,35,26,2,31,"negative",14,14,-1,9
13,7,30,35,62,3,45,"neutral",-32,32,1,15
13,8,50,55,59,5,50,"positive",-9,9,1,0
13,9,40,60,65,3,45,"neutral",-25,25,1,5
13,10,35,40,55,2,35,"negative",-20,20,1,0
13,11,50,45,52,5,45,"positive",-2,2,1,-5
13,12,30,35,48,4,35,"positive",-18,18,1,5
13,13,32,35,30,3,30,"neutral",2,2,-1,2
13,14,60,60,55,5,65,"positive",5,5,-1,-5
13,15,60,60,42,4,40,"positive",18,18,-1,20
13,16,35,40,32,3,30,"neutral",3,3,-1,5
13,17,40,42,41,4,45,"positive",-1,1,1,5
13,18,50,60,48,3,35,"neutral",2,2,-1,15
13,19,32,30,49,3,30,"neutral",-17,17,1,-2
13,20,50,50,44,3,45,"neutral",6,6,-1,5
13,21,40,46,33,5,35,"positive",7,7,-1,5
13,22,30,32,51,4,40,"positive",-21,21,1,10
13,23,30,30,37,3,30,"neutral",-7,7,1,0
13,24,50,55,43,4,40,"positive",7,7,-1,10
13,25,35,40,39,3,60,"neutral",-4,4,1,25
13,26,60,60,35,3,35,"neutral",25,25,-1,25
13,27,40,40,30,3,40,"neutral",10,10,-1,0
13,28,60,60,70,4,50,"positive",-10,10,1,-10
13,29,40,40,10,5,30,"positive",30,30,-1,10
13,30,30,50,23,3,35,"neutral",7,7,-1,-5
13,31,40,45,23,3,30,"neutral",17,17,-1,10
13,32,30,30,36,3,32,"neutral",-6,6,1,2
13,33,60,42,33,5,50,"positive",27,27,-1,10
13,34,30,40,36,4,30,"positive",-6,6,1,0
13,35,30,42,45,5,30,"positive",-15,15,1,0
13,36,30,31,43,1,30,"negative",-13,13,1,0
