"Participant","Event","Valence","E1","eBR","BR","E2","direction","update"
2,48,3,60,40,18,30,"-1",30
2,49,3,0,12,11,5,"1",-5
2,50,3,50,45,38,35,"-1",15
2,51,3,50,65,26,20,"-1",30
3,1,4,6,10,26,15,"1",-9
3,2,5,15,10,20,20,"1",-5
3,3,4,23,25,29,24,"1",-1
3,4,4,55,31,78,75,"1",-20
3,5,4,13,30,56,24,"1",-11
3,6,5,15,15,29,23,"1",-8
3,7,5,80,35,45,70,"-1",10
3,8,3,20,65,75,50,"1",-30
3,9,4,31,22,29,25,"-1",6
3,10,4,10,40,56,25,"1",-15
3,11,4,34,21,31,31,"-1",3
3,12,2,100,74,78,85,"-1",15
3,13,5,15,10,22,15,"1",0
3,14,2,5,21,41,25,"1",-20
3,15,2,100,70,60,75,"-1",25
3,16,2,5,15,26,21,"1",-16
3,17,1,35,50,43,38,"1",-3
3,18,2,12,24,82,50,"1",-38
3,19,1,5,16,21,10,"1",-5
3,20,2,10,24,40,25,"1",-15
3,21,1,70,65,35,51,"-1",19
3,22,1,66,65,60,66,"-1",0
3,23,2,40,75,71,60,"1",-20
3,24,3,15,23,14,15,"-1",0
3,25,3,15,45,14,10,"-1",5
3,26,4,80,85,29,80,"-1",0
3,27,1,15,65,45,20,"1",-5
3,28,3,21,21,20,21,"-1",0
3,29,2,45,65,66,62,"1",-17
3,30,3,5,24,48,30,"1",-25
3,31,2,80,45,19,40,"-1",40
3,32,4,15,10,33,15,"1",0
3,33,5,91,43,15,60,"-1",31
3,34,3,12,45,80,65,"1",-53
3,35,1,8,25,17,10,"1",-2
3,36,2,60,35,26,30,"-1",30
3,37,4,30,31,30,30,"0",0
3,38,3,95,86,71,85,"-1",10
3,39,3,32,16,43,35,"1",-3
3,40,4,1,21,21,14,"1",-13
3,41,3,5,35,17,5,"1",0
3,42,3,5,40,13,10,"1",-5
3,43,4,3,15,81,25,"1",-22
3,44,3,10,43,19,15,"1",-5
3,45,3,1,15,19,5,"1",-4
3,46,4,10,25,45,30,"1",-20
3,47,4,15,23,20,15,"1",0
3,48,2,15,15,18,15,"1",0
3,49,4,3,6,11,3,"1",0
3,50,3,10,30,38,25,"1",-15
3,51,3,5,15,26,15,"1",-10
4,1,4,30,30,26,30,"-1",0
4,2,5,15,20,20,15,"1",0
4,3,4,65,40,29,65,"-1",0
4,4,4,60,25,78,60,"1",0
4,5,5,80,68,56,80,"-1",0
4,6,4,70,30,29,60,"-1",10
4,7,4,80,25,45,80,"-1",0
4,8,4,100,92,75,100,"-1",0
4,9,4,20,12,29,20,"1",0
4,10,4,80,70,56,80,"-1",0
4,11,4,60,30,31,60,"-1",0
4,12,1,5,60,78,5,"1",0
4,13,4,5,12,22,5,"1",0
4,14,2,70,60,41,50,"-1",20
4,15,2,96,91,60,96,"-1",0
4,16,3,40,40,26,40,"-1",0
4,17,3,70,40,43,60,"-1",10
4,18,2,100,90,82,100,"-1",0
4,19,1,60,20,21,20,"-1",40
4,20,1,5,9,40,5,"1",0
4,21,3,100,80,35,100,"-1",0
4,22,2,90,88,60,80,"-1",10
4,23,2,90,80,71,80,"-1",10
4,24,3,12,12,14,14,"1",-2
4,25,5,100,60,14,100,"-1",0
4,26,4,100,85,29,80,"-1",20
4,27,2,95,75,45,90,"-1",5
4,28,3,60,60,20,50,"-1",10
4,29,2,60,60,66,60,"1",0
4,30,4,100,15,48,100,"-1",0
4,31,3,10,20,19,10,"1",0
4,32,4,75,55,33,75,"-1",0
4,33,2,2,4,15,2,"1",0
4,34,2,88,90,80,88,"-1",0
4,35,1,3,15,17,3,"1",0
4,36,3,90,90,26,40,"-1",50
4,37,4,70,75,30,70,"-1",0
4,38,2,90,70,71,80,"-1",10
4,39,2,7,12,43,7,"1",0
4,40,5,91,37,21,91,"-1",0
4,41,3,100,35,17,100,"-1",0
4,42,2,60,50,13,30,"-1",30
4,43,4,10,15,81,20,"1",-10
4,44,3,3,8,19,8,"1",-5
4,45,4,95,27,19,96,"-1",-1
4,46,5,100,75,45,95,"-1",5
4,47,5,100,40,20,100,"-1",0
4,48,4,70,12,18,70,"-1",0
4,49,2,80,60,11,60,"-1",20
4,50,4,20,18,38,20,"1",0
4,51,2,30,40,26,30,"-1",0
5,1,5,0,12,26,12,"1",-12
5,2,5,12,12,20,12,"1",0
5,3,4,65,65,29,60,"-1",5
5,4,5,90,90,78,90,"-1",0
5,5,5,0,45,56,0,"1",0
5,6,5,100,43,29,100,"-1",0
5,7,5,0,20,45,0,"1",0
5,8,3,50,90,75,50,"1",0
5,9,4,0,15,29,0,"1",0
5,10,5,100,70,56,100,"-1",0
5,11,5,10,37,31,10,"1",0
5,12,3,100,80,78,100,"-1",0
5,13,5,12,0,22,0,"1",12
5,14,2,5,17,41,4,"1",1
5,15,2,0,50,60,0,"1",0
5,16,5,26,26,26,26,"0",0
5,17,2,50,25,43,50,"-1",0
5,18,2,10,25,82,25,"1",-15
5,19,2,75,75,21,75,"-1",0
5,20,2,25,65,40,20,"1",5
5,21,2,10,60,35,50,"1",-40
5,22,2,100,100,60,100,"-1",0
5,23,1,80,80,71,80,"-1",0
5,24,3,4,4,14,4,"1",0
5,25,4,0,12,14,0,"1",0
5,26,3,0,90,29,0,"1",0
5,27,3,60,25,45,60,"-1",0
5,28,3,15,15,20,15,"1",0
5,29,1,99,30,66,99,"-1",0
5,30,3,0,11,48,0,"1",0
5,31,2,100,50,19,0,"-1",100
5,32,5,100,40,33,0,"-1",100
5,33,4,0,17,15,0,"1",0
5,34,3,70,24,80,80,"1",-10
5,35,2,0,14,17,0,"1",0
5,36,2,75,75,26,75,"-1",0
5,37,3,0,30,30,0,"1",0
5,38,1,100,100,71,100,"-1",0
5,39,1,0,75,43,0,"1",0
5,40,4,0,50,21,0,"1",0
5,41,3,100,50,17,100,"-1",0
5,42,3,9,15,13,10,"1",-1
5,43,3,10,77,81,10,"1",0
5,44,3,10,20,19,10,"1",0
5,45,3,0,20,19,0,"1",0
5,46,5,100,90,45,100,"-1",0
5,47,3,100,60,20,100,"-1",0
5,48,3,0,30,18,0,"1",0
5,49,5,0,8,11,0,"1",0
5,50,5,0,7,38,0,"1",0
5,51,5,0,0,26,0,"1",0
6,1,5,50,50,26,26,"-1",24
6,2,5,5,10,20,10,"1",-5
6,3,4,80,80,29,80,"-1",0
6,4,3,95,95,78,95,"-1",0
6,5,5,70,35,56,50,"-1",20
6,6,4,20,20,29,29,"1",-9
6,7,3,0,20,45,0,"1",0
6,8,3,70,70,75,75,"1",-5
6,9,4,50,50,29,50,"-1",0
6,10,3,10,50,56,10,"1",0
6,11,4,95,60,31,95,"-1",0
6,12,3,100,95,78,100,"-1",0
6,13,5,0,5,22,5,"1",-5
6,14,2,60,30,41,60,"-1",0
6,15,1,50,50,60,60,"1",-10
6,16,2,50,50,26,26,"-1",24
6,17,1,10,15,43,5,"1",5
6,18,2,50,50,82,82,"1",-32
6,19,1,0,30,21,0,"1",0
6,20,2,0,30,40,0,"1",0
6,21,2,99,80,35,99,"-1",0
6,22,1,90,90,60,60,"-1",30
6,23,1,99,99,71,71,"-1",28
6,24,3,10,10,14,14,"1",-4
6,25,5,100,50,14,100,"-1",0
6,26,3,95,85,29,85,"-1",10
6,27,1,5,5,45,45,"1",-40
6,28,3,14,14,20,20,"1",-6
6,29,3,10,20,66,20,"1",-10
6,30,5,100,45,48,100,"-1",0
6,31,1,100,40,19,0,"-1",100
6,32,5,100,60,33,100,"-1",0
6,33,3,100,50,15,100,"-1",0
6,34,3,70,60,80,75,"1",-5
6,35,2,5,10,17,5,"1",0
6,36,2,50,50,26,26,"-1",24
6,37,4,10,50,30,10,"1",0
6,38,3,99,80,71,99,"-1",0
6,39,3,99,50,43,60,"-1",39
6,40,4,0,40,21,0,"1",0
6,41,1,0,50,17,0,"1",0
6,42,3,0,30,13,0,"1",0
6,43,4,30,50,81,40,"1",-10
6,44,3,10,10,19,19,"1",-9
6,45,4,90,90,19,90,"-1",0
6,46,4,95,40,45,90,"-1",5
6,47,3,35,35,20,20,"-1",15
6,48,3,100,70,18,100,"-1",0
6,49,3,10,25,11,11,"1",-1
6,50,3,0,40,38,0,"1",0
6,51,2,0,50,26,0,"1",0
7,1,4,50,60,26,30,"-1",20
7,2,5,0,20,20,20,"1",-20
7,3,3,0,30,29,0,"1",0
7,4,5,100,60,78,100,"-1",0
7,5,5,70,80,56,60,"-1",10
7,6,3,20,40,29,30,"1",-10
7,7,5,100,50,45,90,"-1",10
7,8,5,80,80,75,80,"-1",0
7,9,4,0,30,29,0,"1",0
7,10,3,60,60,56,60,"-1",0
7,11,2,0,40,31,20,"1",-20
7,12,3,100,90,78,100,"-1",0
7,13,3,0,20,22,10,"1",-10
7,14,2,60,60,41,40,"-1",20
7,15,2,90,80,60,80,"-1",10
7,16,2,40,50,26,30,"-1",10
7,17,2,50,50,43,50,"-1",0
7,18,2,100,80,82,80,"-1",20
7,19,1,20,60,21,10,"1",10
7,20,2,20,45,40,20,"1",0
7,21,2,100,60,35,100,"-1",0
7,22,1,100,80,60,80,"-1",20
7,23,1,100,90,71,100,"-1",0
7,24,3,50,40,14,10,"-1",40
7,25,4,0,20,14,10,"1",-10
7,26,4,100,90,29,100,"-1",0
7,27,2,10,40,45,30,"1",-20
7,28,3,18,18,20,20,"1",-2
7,29,2,95,80,66,80,"-1",15
7,30,4,0,50,48,0,"1",0
7,31,4,50,40,19,30,"-1",20
7,32,4,80,40,33,40,"-1",40
7,33,4,90,90,15,90,"-1",0
7,34,3,80,80,80,80,"0",0
7,35,3,20,30,17,20,"-1",0
7,36,2,10,10,26,30,"1",-20
7,37,4,20,40,30,20,"1",0
7,38,2,100,50,71,60,"-1",40
7,39,1,0,38,43,0,"1",0
7,40,4,80,70,21,70,"-1",10
7,41,4,90,90,17,10,"-1",80
7,42,3,10,10,13,10,"1",0
7,43,4,60,50,81,80,"1",-20
7,44,3,90,30,19,90,"-1",0
7,45,4,10,30,19,10,"1",0
7,46,4,100,70,45,80,"-1",20
7,47,3,30,20,20,20,"-1",10
7,48,2,0,10,18,0,"1",0
7,49,4,0,40,11,0,"1",0
7,50,3,20,30,38,20,"1",0
7,51,2,50,60,26,20,"-1",30
8,1,2,20,25,26,26,"1",-6
8,2,5,30,30,20,20,"-1",10
8,3,4,0,50,29,0,"1",0
8,4,4,100,80,78,100,"-1",0
8,5,4,60,40,56,56,"-1",4
8,6,5,50,40,29,35,"-1",15
8,7,4,50,50,45,50,"-1",0
8,8,2,25,75,75,25,"1",0
8,9,5,50,33,29,50,"-1",0
8,10,4,50,75,56,50,"1",0
8,11,4,10,10,31,10,"1",0
8,12,3,0,10,78,10,"1",-10
8,13,3,0,33,22,0,"1",0
8,14,1,5,10,41,15,"1",-10
8,15,1,20,30,60,20,"1",0
8,16,1,0,10,26,0,"1",0
8,17,1,10,15,43,10,"1",0
8,18,1,50,50,82,82,"1",-32
8,19,1,0,27,21,0,"1",0
8,20,1,0,25,40,0,"1",0
8,21,1,0,15,35,10,"1",-10
8,22,1,70,70,60,60,"-1",10
8,23,1,80,80,71,80,"-1",0
8,24,3,15,15,14,14,"-1",1
8,25,4,20,30,14,20,"-1",0
8,26,4,100,80,29,100,"-1",0
8,27,3,50,75,45,40,"-1",10
8,28,3,20,40,20,20,"0",0
8,29,1,80,80,66,80,"-1",0
8,30,2,0,20,48,0,"1",0
8,31,3,99,80,19,80,"-1",19
8,32,5,0,10,33,90,"1",-90
8,33,2,60,50,15,20,"-1",40
8,34,2,0,0,80,10,"1",-10
8,35,3,50,50,17,50,"-1",0
8,36,2,25,25,26,26,"1",-1
8,37,4,60,75,30,10,"-1",50
8,38,1,99,99,71,99,"-1",0
8,39,3,75,90,43,60,"-1",15
8,40,5,99,50,21,99,"-1",0
8,41,2,0,50,17,0,"1",0
8,42,5,100,99,13,100,"-1",0
8,43,5,10,10,81,50,"1",-40
8,44,4,100,60,19,100,"-1",0
8,45,3,10,18,19,10,"1",0
8,46,5,100,75,45,100,"-1",0
8,47,3,0,15,20,0,"1",0
8,48,2,0,10,18,0,"1",0
8,49,3,10,10,11,11,"1",-1
8,50,3,0,50,38,0,"1",0
8,51,3,0,40,26,0,"1",0
9,1,4,1,1,26,1,"1",0
9,2,5,0,2,20,0,"1",0
9,3,2,30,0,29,0,"-1",30
9,4,5,100,98,78,100,"-1",0
9,5,4,3,3,56,40,"1",-37
9,6,4,2,23,29,2,"1",0
9,7,3,0,35,45,0,"1",0
9,8,3,53,53,75,75,"1",-22
9,9,4,0,16,29,0,"1",0
9,10,5,20,32,56,20,"1",0
9,11,4,0,62,31,0,"1",0
9,12,2,100,100,78,100,"-1",0
9,13,3,30,0,22,0,"-1",30
9,14,2,83,67,41,83,"-1",0
9,15,1,100,85,60,100,"-1",0
9,16,1,65,100,26,100,"-1",-35
9,17,2,36,63,43,50,"1",-14
9,18,2,85,82,82,85,"-1",0
9,19,1,0,42,21,0,"1",0
9,20,2,0,31,40,0,"1",0
9,21,2,100,88,35,100,"-1",0
9,22,1,76,75,60,60,"-1",16
9,23,1,100,100,71,75,"-1",25
9,24,3,0,20,14,0,"1",0
9,25,1,0,10,14,0,"1",0
9,26,3,100,100,29,100,"-1",0
9,27,3,80,75,45,65,"-1",15
9,28,3,0,30,20,0,"1",0
9,29,1,90,76,66,60,"-1",30
9,30,1,0,11,48,0,"1",0
9,31,1,0,45,19,0,"1",0
9,32,5,90,86,33,30,"-1",60
9,33,2,0,16,15,0,"1",0
9,34,3,30,40,80,80,"1",-50
9,35,4,10,15,17,10,"1",0
9,36,2,50,95,26,30,"-1",20
9,37,4,95,95,30,25,"-1",70
9,38,3,100,100,71,89,"-1",11
9,39,5,16,41,43,30,"1",-14
9,40,5,100,40,21,80,"-1",20
9,41,2,30,20,17,20,"-1",10
9,42,3,100,50,13,100,"-1",0
9,43,2,73,65,81,85,"1",-12
9,44,3,0,20,19,0,"1",0
9,45,5,50,52,19,50,"-1",0
9,46,5,100,100,45,100,"-1",0
9,47,3,0,25,20,5,"1",-5
9,48,3,100,40,18,100,"-1",0
9,49,3,0,2,11,0,"1",0
9,50,5,0,30,38,0,"1",0
9,51,3,5,20,26,20,"1",-15
10,1,4,28,15,26,30,"-1",-2
10,2,1,1,12,20,1,"1",0
10,3,1,1,38,29,1,"1",0
10,4,5,99,95,78,99,"-1",0
10,5,5,56,25,56,56,"0",0
10,6,5,56,12,29,56,"-1",0
10,7,5,100,45,45,100,"-1",0
10,8,3,45,67,75,45,"1",0
10,9,3,1,10,29,1,"1",0
10,10,3,56,35,56,55,"0",1
10,11,4,1,28,31,1,"1",0
10,12,3,100,95,78,98,"-1",2
10,13,3,1,23,22,1,"1",0
10,14,2,2,23,41,20,"1",-18
10,15,2,15,14,60,12,"1",3
10,16,2,50,25,26,50,"-1",0
10,17,1,2,5,43,5,"1",-3
10,18,1,35,21,82,35,"1",0
10,19,2,12,45,21,12,"1",0
10,20,2,1,23,40,1,"1",0
10,21,1,12,18,35,12,"1",0
10,22,1,56,65,60,56,"1",0
10,23,1,12,18,71,18,"1",-6
10,24,3,13,15,14,13,"1",0
10,25,4,24,20,14,24,"-1",0
10,26,3,1,43,29,1,"1",0
10,27,2,75,85,45,35,"-1",40
10,28,3,12,18,20,12,"1",0
10,29,1,90,75,66,56,"-1",34
10,30,3,50,32,48,50,"-1",0
10,31,2,1,48,19,1,"1",0
10,32,5,1,23,33,12,"1",-11
10,33,3,90,90,15,35,"-1",55
10,34,3,2,21,80,2,"1",0
10,35,2,95,60,17,80,"-1",15
10,36,5,23,45,26,35,"1",-12
10,37,4,95,75,30,56,"-1",39
10,38,1,95,78,71,90,"-1",5
10,39,1,1,3,43,1,"1",0
10,40,5,100,45,21,100,"-1",0
10,41,3,1,25,17,1,"1",0
10,42,3,9,15,13,8,"1",1
10,43,3,2,5,81,56,"1",-54
10,44,3,15,35,19,12,"1",3
10,45,5,100,15,19,100,"-1",0
10,46,5,2,12,45,21,"1",-19
10,47,3,34,35,20,57,"-1",-23
10,48,3,1,35,18,1,"1",0
10,49,3,1,8,11,1,"1",0
10,50,3,1,15,38,1,"1",0
10,51,3,57,34,26,54,"-1",3
11,1,3,80,15,26,80,"-1",0
11,2,4,1,15,20,1,"1",0
11,3,3,0,35,29,0,"1",0
11,4,4,100,60,78,100,"-1",0
11,5,3,100,40,56,100,"-1",0
11,6,4,1,25,29,1,"1",0
11,7,3,0,35,45,0,"1",0
11,8,2,20,25,75,20,"1",0
11,9,4,80,30,29,80,"-1",0
11,10,3,60,30,56,60,"-1",0
11,11,4,0,15,31,10,"1",-10
11,12,3,100,80,78,100,"-1",0
11,13,3,0,20,22,0,"1",0
11,14,2,80,70,41,80,"-1",0
11,15,2,99,50,60,99,"-1",0
11,16,3,99,65,26,99,"-1",0
11,17,3,80,50,43,80,"-1",0
11,18,2,90,40,82,90,"-1",0
11,19,1,0,40,21,0,"1",0
11,20,2,1,15,40,1,"1",0
11,21,3,100,75,35,100,"-1",0
11,22,2,10,65,60,10,"1",0
11,23,2,99,70,71,99,"-1",0
11,24,3,30,30,14,20,"-1",10
11,25,3,0,20,14,0,"1",0
11,26,3,100,70,29,100,"-1",0
11,27,3,30,60,45,30,"1",0
11,28,3,35,35,20,25,"-1",10
11,29,2,99,65,66,99,"-1",0
11,30,3,0,20,48,0,"1",0
11,31,1,100,30,19,0,"-1",100
11,32,5,0,15,33,0,"1",0
11,33,3,0,10,15,0,"1",0
11,34,2,99,60,80,99,"-1",0
11,35,3,15,40,17,20,"1",-5
11,36,2,90,90,26,70,"-1",20
11,37,5,90,80,30,90,"-1",0
11,38,3,100,80,71,100,"-1",0
11,39,3,0,25,43,0,"1",0
11,40,4,50,50,21,50,"-1",0
11,41,3,0,15,17,0,"1",0
11,42,3,0,30,13,0,"1",0
11,43,3,0,15,81,0,"1",0
11,44,3,20,20,19,19,"-1",1
11,45,3,1,10,19,1,"1",0
11,46,5,100,45,45,100,"-1",0
11,47,3,15,15,20,20,"1",-5
11,48,3,100,40,18,100,"-1",0
11,49,3,0,15,11,0,"1",0
11,50,3,0,30,38,1,"1",-1
11,51,3,0,30,26,0,"1",0
12,1,3,50,20,26,40,"-1",10
12,2,5,10,10,20,20,"1",-10
12,3,4,20,10,29,10,"1",10
12,4,5,100,89,78,100,"-1",0
12,5,5,20,70,56,20,"1",0
12,6,4,99,20,29,99,"-1",0
12,7,4,0,70,45,0,"1",0
12,8,4,100,89,75,100,"-1",0
12,9,5,100,40,29,100,"-1",0
12,10,4,10,35,56,10,"1",0
12,11,5,4,15,31,10,"1",-6
12,12,2,10,10,78,40,"1",-30
12,13,5,15,2,22,2,"1",13
12,14,2,16,16,41,30,"1",-14
12,15,2,90,60,60,90,"-1",0
12,16,2,15,20,26,30,"1",-15
12,17,2,5,10,43,5,"1",0
12,18,2,5,20,82,5,"1",0
12,19,2,10,60,21,10,"1",0
12,20,1,0,8,40,0,"1",0
12,21,3,60,60,35,60,"-1",0
12,22,1,10,20,60,30,"1",-20
12,23,2,66,66,71,66,"1",0
12,24,2,12,9,14,20,"1",-8
12,25,4,20,15,14,20,"-1",0
12,26,3,100,80,29,100,"-1",0
12,27,2,50,50,45,45,"-1",5
12,28,3,50,50,20,20,"-1",30
12,29,2,50,60,66,50,"1",0
12,30,3,5,15,48,5,"1",0
12,31,2,80,60,19,80,"-1",0
12,32,5,100,30,33,100,"-1",0
12,33,3,0,5,15,0,"1",0
12,34,3,85,85,80,80,"-1",5
12,35,1,1,5,17,1,"1",0
12,36,3,50,50,26,26,"-1",24
12,37,3,90,60,30,90,"-1",0
12,38,2,100,90,71,100,"-1",0
12,39,1,0,30,43,0,"1",0
12,40,4,0,8,21,0,"1",0
12,41,2,5,60,17,5,"1",0
12,42,3,5,60,13,8,"1",-3
12,43,4,100,60,81,100,"-1",0
12,44,3,2,6,19,10,"1",-8
12,45,4,70,60,19,50,"-1",20
12,46,5,100,60,45,100,"-1",0
12,47,4,100,30,20,100,"-1",0
12,48,5,100,30,18,100,"-1",0
12,49,3,0,40,11,0,"1",0
12,50,3,10,30,38,15,"1",-5
12,51,3,50,35,26,26,"-1",24
13,1,4,1,22,26,1,"1",0
13,2,4,5,15,20,5,"1",0
13,3,2,2,22,29,2,"1",0
13,4,4,100,45,78,100,"-1",0
13,5,4,70,65,56,70,"-1",0
13,6,4,9,37,29,5,"1",4
13,7,4,10,60,45,10,"1",0
13,8,3,70,68,75,79,"1",-9
13,9,3,2,10,29,2,"1",0
13,10,4,70,45,56,70,"-1",0
13,11,4,8,15,31,8,"1",0
13,12,3,75,75,78,75,"1",0
13,13,4,0,10,22,0,"1",0
13,14,2,58,58,41,41,"-1",17
13,15,1,70,75,60,55,"-1",15
13,16,2,56,56,26,10,"-1",46
13,17,2,20,56,43,10,"1",10
13,18,2,75,45,82,89,"1",-14
13,19,2,5,22,21,5,"1",0
13,20,1,2,33,40,2,"1",0
13,21,2,40,60,35,15,"-1",25
13,22,2,88,88,60,60,"-1",28
13,23,2,0,56,71,0,"1",0
13,24,3,20,20,14,14,"-1",6
13,25,2,4,22,14,4,"1",0
13,26,3,98,75,29,98,"-1",0
13,27,3,30,25,45,45,"1",-15
13,28,3,50,50,20,20,"-1",30
13,29,2,90,80,66,90,"-1",0
13,30,2,2,15,48,2,"1",0
13,31,5,100,76,19,100,"-1",0
13,32,4,100,45,33,100,"-1",0
13,33,3,10,22,15,10,"1",0
13,34,2,85,75,80,85,"-1",0
13,35,2,20,90,17,5,"-1",15
13,36,2,70,60,26,70,"-1",0
13,37,4,99,86,30,99,"-1",0
13,38,2,99,95,71,75,"-1",24
13,39,4,56,22,43,36,"-1",20
13,40,4,5,22,21,5,"1",0
13,41,3,96,85,17,75,"-1",21
13,42,3,97,95,13,97,"-1",0
13,43,3,1,2,81,1,"1",0
13,44,3,50,50,19,15,"-1",35
13,45,3,15,24,19,15,"1",0
13,46,5,100,89,45,100,"-1",0
13,47,3,0,15,20,5,"1",-5
13,48,2,2,3,18,10,"1",-8
13,49,3,0,10,11,0,"1",0
13,50,4,100,54,38,100,"-1",0
13,51,3,5,35,26,5,"1",0
14,1,4,2,12,26,2,"1",0
14,2,5,60,40,20,40,"-1",20
14,3,5,25,0,29,0,"1",25
14,4,4,100,70,78,100,"-1",0
14,5,4,100,90,56,100,"-1",0
14,6,4,80,12,29,80,"-1",0
14,7,3,0,40,45,0,"1",0
14,8,3,100,100,75,100,"-1",0
14,9,4,35,35,29,29,"-1",6
14,10,3,5,30,56,5,"1",0
14,11,4,2,12,31,2,"1",0
14,12,3,100,90,78,100,"-1",0
14,13,5,33,33,22,22,"-1",11
14,14,1,10,23,41,10,"1",0
14,15,2,45,45,60,45,"1",0
14,16,3,25,0,26,0,"1",25
14,17,1,0,43,43,0,"1",0
14,18,1,25,25,82,82,"1",-57
14,19,1,3,7,21,4,"1",-1
14,20,1,0,30,40,0,"1",0
14,21,2,80,80,35,80,"-1",0
14,22,1,100,100,60,100,"-1",0
14,23,1,0,30,71,0,"1",0
14,24,3,15,15,14,14,"-1",1
14,25,4,5,25,14,5,"1",0
14,26,4,100,95,29,100,"-1",0
14,27,2,0,20,45,0,"1",0
14,28,3,15,15,20,20,"1",-5
14,29,2,90,80,66,90,"-1",0
14,30,3,0,15,48,0,"1",0
14,31,4,25,60,19,19,"-1",6
14,32,4,100,45,33,100,"-1",0
14,33,3,0,33,15,0,"1",0
14,34,3,0,10,80,0,"1",0
14,35,1,0,5,17,0,"1",0
14,36,2,80,80,26,26,"-1",54
14,37,4,20,50,30,30,"1",-10
14,38,1,100,100,71,100,"-1",0
14,39,3,100,50,43,100,"-1",0
14,40,3,90,90,21,90,"-1",0
14,41,3,100,80,17,100,"-1",0
14,42,3,0,25,13,0,"1",0
14,43,3,0,30,81,0,"1",0
14,44,3,20,20,19,19,"-1",1
14,45,3,0,5,19,5,"1",-5
