"Participant","Event","Valence","E1","eBR","BR","E2","direction","update"
25,33,3,90,90,15,90,"-1",0
25,34,3,5,23,80,5,"1",0
25,36,3,30,60,26,26,"-1",4
25,37,3,80,80,30,30,"-1",50
25,41,3,2,40,17,2,"1",0
25,42,3,10,20,13,10,"1",0
25,43,3,0,22,81,0,"1",0
25,44,3,5,9,19,5,"1",0
25,49,3,0,15,11,0,"1",0
25,51,3,0,23,26,0,"1",0
26,4,3,100,99,78,100,"-1",0
26,9,3,0,13,29,0,"1",0
26,13,3,45,50,22,10,"-1",35
26,20,3,1,60,40,5,"1",-4
26,24,3,5,25,14,5,"1",0
26,25,3,0,50,14,0,"1",0
26,26,3,100,98,29,90,"-1",10
26,27,3,100,70,45,75,"-1",25
26,28,3,50,50,20,10,"-1",40
26,29,3,99,50,66,99,"-1",0
26,32,3,10,45,33,10,"1",0
26,33,3,30,50,15,30,"-1",0
26,42,3,99,75,13,50,"-1",49
26,44,3,0,35,19,1,"1",-1
26,47,3,10,30,20,5,"1",5
26,48,3,0,15,18,0,"1",0
26,49,3,5,43,11,5,"1",0
26,50,3,0,35,38,0,"1",0
26,51,3,1,25,26,5,"1",-4
27,1,3,50,50,26,50,"-1",0
27,8,3,100,60,75,100,"-1",0
27,9,3,1,9,29,3,"1",-2
27,10,3,50,50,56,50,"1",0
27,28,3,10,10,20,15,"1",-5
27,31,3,20,30,19,20,"-1",0
27,33,3,100,50,15,100,"-1",0
27,42,3,10,20,13,10,"1",0
27,44,3,0,30,19,0,"1",0
28,3,3,30,65,29,10,"-1",20
28,7,3,10,55,45,5,"1",5
28,8,3,10,50,75,10,"1",0
28,12,3,100,95,78,100,"-1",0
28,27,3,100,80,45,100,"-1",0
28,28,3,35,35,20,20,"-1",15
28,30,3,0,40,48,0,"1",0
28,34,3,50,80,80,20,"1",30
28,39,3,0,40,43,0,"1",0
28,41,3,50,15,17,50,"-1",0
28,42,3,100,90,13,100,"-1",0
28,45,3,70,70,19,19,"-1",51
28,46,3,20,50,45,20,"1",0
28,48,3,70,15,18,70,"-1",0
28,49,3,0,20,11,0,"1",0
29,3,3,20,36,29,20,"1",0
29,13,3,0,12,22,0,"1",0
29,24,3,20,20,14,15,"-1",5
29,25,3,0,24,14,0,"1",0
29,28,3,50,37,20,20,"-1",30
29,30,3,0,35,48,0,"1",0
29,34,3,30,50,80,70,"1",-40
29,36,3,95,95,26,15,"-1",80
29,41,3,100,40,17,100,"-1",0
29,42,3,100,45,13,100,"-1",0
29,43,3,0,6,81,15,"1",-15
29,45,3,60,30,19,60,"-1",0
29,48,3,10,9,18,10,"1",0
30,5,3,20,10,56,20,"1",0
30,7,3,0,20,45,10,"1",-10
30,8,3,90,55,75,80,"-1",10
30,11,3,0,10,31,0,"1",0
30,21,3,60,60,35,60,"-1",0
30,24,3,2,2,14,10,"1",-8
30,26,3,80,80,29,80,"-1",0
30,28,3,40,50,20,20,"-1",20
30,30,3,0,47,48,0,"1",0
30,31,3,15,23,19,15,"1",0
30,33,3,99,60,15,0,"-1",99
30,41,3,70,60,17,60,"-1",10
30,42,3,0,70,13,0,"1",0
30,44,3,5,25,19,5,"1",0
30,45,3,10,40,19,10,"1",0
30,47,3,15,11,20,20,"1",-5
30,48,3,30,15,18,30,"-1",0
30,50,3,2,40,38,2,"1",0
31,12,3,100,100,78,100,"-1",0
31,14,3,20,40,41,20,"1",0
31,15,3,100,80,60,80,"-1",20
31,16,3,10,10,26,10,"1",0
31,23,3,60,90,71,50,"1",10
31,24,3,30,30,14,14,"-1",16
31,27,3,100,70,45,100,"-1",0
31,28,3,30,40,20,20,"-1",10
31,29,3,40,70,66,40,"1",0
31,32,3,50,30,33,50,"-1",0
31,33,3,100,100,15,60,"-1",40
31,34,3,90,100,80,70,"-1",20
31,36,3,100,80,26,60,"-1",40
31,37,3,70,70,30,50,"-1",20
31,38,3,100,100,71,100,"-1",0
31,42,3,0,40,13,0,"1",0
31,44,3,30,50,19,19,"-1",11
31,47,3,40,40,20,30,"-1",10
31,50,3,0,50,38,0,"1",0
31,51,3,50,50,26,50,"-1",0
32,3,3,25,15,29,15,"1",10
32,4,3,60,75,78,65,"1",-5
32,12,3,20,60,78,30,"1",-10
32,32,3,80,20,33,83,"-1",-3
32,36,3,80,80,26,56,"-1",24
32,47,3,5,25,20,5,"1",0
32,51,3,15,15,26,22,"1",-7
33,8,3,99,80,75,99,"-1",0
33,12,3,99,90,78,99,"-1",0
33,15,3,90,85,60,90,"-1",0
33,16,3,15,5,26,10,"1",5
33,21,3,20,20,35,35,"1",-15
33,24,3,20,20,14,14,"-1",6
33,25,3,50,40,14,50,"-1",0
33,26,3,99,80,29,99,"-1",0
33,28,3,30,30,20,20,"-1",10
33,30,3,50,30,48,50,"-1",0
33,33,3,5,5,15,5,"1",0
33,37,3,10,10,30,10,"1",0
33,41,3,1,80,17,1,"1",0
33,42,3,100,45,13,100,"-1",0
33,43,3,20,50,81,20,"1",0
33,44,3,0,35,19,1,"1",-1
33,45,3,10,5,19,10,"1",0
33,47,3,100,55,20,100,"-1",0
33,48,3,100,5,18,100,"-1",0
33,49,3,100,20,11,100,"-1",0
33,50,3,1,35,38,1,"1",0
33,51,3,1,50,26,1,"1",0
34,20,3,80,45,40,80,"-1",0
34,24,3,8,8,14,14,"1",-6
34,25,3,0,17,14,0,"1",0
34,28,3,66,66,20,20,"-1",46
34,30,3,0,10,48,0,"1",0
34,33,3,0,19,15,0,"1",0
34,39,3,35,55,43,35,"1",0
34,42,3,35,35,13,10,"-1",25
34,44,3,22,22,19,19,"-1",3
34,47,3,20,30,20,20,"0",0
34,49,3,0,35,11,0,"1",0
34,51,3,50,50,26,50,"-1",0
35,10,3,80,80,56,80,"-1",0
35,12,3,0,45,78,0,"1",0
35,13,3,12,0,22,0,"1",12
35,24,3,32,32,14,14,"-1",18
35,26,3,70,75,29,70,"-1",0
35,28,3,45,45,20,20,"-1",25
35,29,3,85,85,66,85,"-1",0
35,30,3,0,15,48,0,"1",0
35,33,3,100,32,15,100,"-1",0
35,34,3,0,5,80,5,"1",-5
35,36,3,0,60,26,26,"1",-26
35,39,3,65,60,43,65,"-1",0
35,42,3,0,25,13,0,"1",0
35,43,3,0,20,81,0,"1",0
35,44,3,0,4,19,0,"1",0
35,45,3,0,21,19,0,"1",0
35,47,3,0,40,20,0,"1",0
35,48,3,0,24,18,0,"1",0
35,49,3,0,8,11,0,"1",0
35,50,3,0,5,38,0,"1",0
35,51,3,0,54,26,0,"1",0
36,3,3,0,38,29,0,"1",0
36,6,3,95,20,29,95,"-1",0
36,7,3,0,25,45,10,"1",-10
36,8,3,100,85,75,100,"-1",0
36,10,3,80,35,56,80,"-1",0
36,12,3,100,80,78,100,"-1",0
36,13,3,0,17,22,0,"1",0
36,24,3,3,3,14,10,"1",-7
36,26,3,100,70,29,100,"-1",0
36,28,3,19,19,20,20,"1",-1
36,30,3,100,40,48,100,"-1",0
36,31,3,100,70,19,60,"-1",40
36,32,3,10,10,33,10,"1",0
36,33,3,0,48,15,12,"1",-12
36,37,3,90,40,30,90,"-1",0
36,39,3,0,68,43,0,"1",0
36,40,3,0,15,21,0,"1",0
36,41,3,100,70,17,100,"-1",0
36,42,3,99,37,13,99,"-1",0
36,43,3,0,13,81,15,"1",-15
36,44,3,20,20,19,19,"-1",1
36,45,3,95,50,19,95,"-1",0
36,47,3,10,20,20,15,"1",-5
36,48,3,100,30,18,100,"-1",0
36,49,3,60,20,11,25,"-1",35
36,51,3,1,12,26,1,"1",0
37,5,3,40,40,56,56,"1",-16
37,8,3,75,75,75,75,"0",0
37,12,3,70,70,78,78,"1",-8
37,20,3,15,15,40,30,"1",-15
37,24,3,5,5,14,14,"1",-9
37,27,3,80,75,45,60,"-1",20
37,28,3,10,10,20,20,"1",-10
37,33,3,70,70,15,15,"-1",55
37,34,3,40,40,80,80,"1",-40
37,35,3,15,20,17,17,"1",-2
37,38,3,95,95,71,90,"-1",5
37,39,3,30,50,43,40,"1",-10
37,40,3,90,90,21,45,"-1",45
37,41,3,40,40,17,17,"-1",23
37,42,3,75,75,13,45,"-1",30
37,43,3,25,25,81,75,"1",-50
37,44,3,8,8,19,19,"1",-11
37,47,3,15,15,20,20,"1",-5
37,50,3,30,40,38,35,"1",-5
37,51,3,25,25,26,26,"1",-1
38,6,3,95,90,29,90,"-1",5
38,9,3,10,10,29,10,"1",0
38,10,3,20,40,56,20,"1",0
38,16,3,25,40,26,15,"1",10
38,20,3,20,70,40,20,"1",0
38,22,3,100,100,60,100,"-1",0
38,24,3,10,10,14,14,"1",-4
38,25,3,70,70,14,30,"-1",40
38,26,3,70,90,29,70,"-1",0
38,27,3,100,98,45,98,"-1",2
38,28,3,20,20,20,20,"0",0
38,30,3,0,6,48,0,"1",0
38,32,3,50,20,33,50,"-1",0
38,33,3,1,10,15,1,"1",0
38,34,3,5,10,80,5,"1",0
38,38,3,90,80,71,90,"-1",0
38,39,3,0,40,43,0,"1",0
38,40,3,80,80,21,21,"-1",59
38,41,3,20,30,17,8,"-1",12
38,42,3,5,30,13,5,"1",0
38,43,3,5,30,81,15,"1",-10
38,44,3,30,30,19,19,"-1",11
38,49,3,0,5,11,0,"1",0
38,51,3,80,30,26,80,"-1",0
39,4,3,100,100,78,100,"-1",0
39,12,3,0,25,78,0,"1",0
39,26,3,100,80,29,100,"-1",0
39,28,3,12,12,20,20,"1",-8
39,31,3,0,50,19,10,"1",-10
39,33,3,90,70,15,20,"-1",70
39,34,3,15,15,80,80,"1",-65
39,36,3,80,80,26,26,"-1",54
39,39,3,10,40,43,15,"1",-5
39,41,3,100,90,17,100,"-1",0
39,42,3,0,10,13,10,"1",-10
39,44,3,20,20,19,19,"-1",1
39,49,3,0,30,11,0,"1",0
39,50,3,0,40,38,0,"1",0
40,4,3,100,97,78,100,"-1",0
40,8,3,100,73,75,100,"-1",0
40,9,3,36,36,29,29,"-1",7
40,15,3,87,87,60,60,"-1",27
40,16,3,32,75,26,62,"-1",-30
40,20,3,75,60,40,60,"-1",15
40,21,3,100,96,35,100,"-1",0
40,24,3,49,49,14,14,"-1",35
40,25,3,5,32,14,5,"1",0
40,26,3,100,97,29,100,"-1",0
40,27,3,2,23,45,3,"1",-1
40,28,3,67,67,20,20,"-1",47
40,29,3,87,87,66,66,"-1",21
40,30,3,0,48,48,0,"1",0
40,33,3,43,52,15,12,"-1",31
40,34,3,20,20,80,20,"1",0
40,36,3,92,92,26,26,"-1",66
40,38,3,100,95,71,95,"-1",5
40,40,3,0,67,21,0,"1",0
40,41,3,100,85,17,100,"-1",0
40,42,3,100,79,13,100,"-1",0
40,43,3,56,68,81,56,"1",0
40,44,3,70,15,19,70,"-1",0
40,47,3,61,61,20,20,"-1",41
40,50,3,43,76,38,25,"-1",18
40,51,3,45,45,26,26,"-1",19
41,24,3,4,4,14,10,"1",-6
41,25,3,3,18,14,6,"1",-3
41,28,3,19,19,20,20,"1",-1
41,41,3,80,50,17,60,"-1",20
41,42,3,85,65,13,40,"-1",45
41,44,3,30,30,19,20,"-1",10
41,47,3,40,32,20,30,"-1",10
41,50,3,2,40,38,2,"1",0
41,51,3,40,40,26,20,"-1",20
42,24,3,16,16,14,14,"-1",2
42,25,3,17,17,14,14,"-1",3
42,28,3,16,16,20,20,"1",-4
42,39,3,30,50,43,43,"1",-13
42,41,3,0,82,17,0,"1",0
42,43,3,0,27,81,0,"1",0
42,44,3,60,60,19,19,"-1",41
