"Participant","Event","Valence","E1","eBR","BR","E2","direction","update"
15,33,3,100,25,15,100,"-1",0
15,34,3,5,10,80,40,"1",-35
15,36,3,87,87,26,15,"-1",72
15,41,3,0,80,17,0,"1",0
15,44,3,11,40,19,10,"1",1
15,48,3,12,12,18,10,"1",2
15,49,3,5,15,11,5,"1",0
16,3,3,25,0,29,0,"1",25
16,7,3,50,50,45,50,"-1",0
16,8,3,25,75,75,25,"1",0
16,9,3,50,35,29,50,"-1",0
16,12,3,90,60,78,90,"-1",0
16,24,3,15,15,14,15,"-1",0
16,25,3,0,35,14,10,"1",-10
16,26,3,100,90,29,100,"-1",0
16,27,3,60,60,45,30,"-1",30
16,28,3,25,25,20,15,"-1",10
16,30,3,0,33,48,0,"1",0
16,31,3,50,50,19,25,"-1",25
16,32,3,0,50,33,90,"1",-90
16,33,3,80,50,15,30,"-1",50
16,34,3,10,10,80,20,"1",-10
16,35,3,50,35,17,50,"-1",0
16,36,3,0,50,26,0,"1",0
16,41,3,15,25,17,25,"1",-10
16,42,3,10,25,13,20,"1",-10
16,44,3,5,15,19,25,"1",-20
16,45,3,0,15,19,0,"1",0
16,46,3,0,35,45,0,"1",0
16,48,3,25,35,18,25,"-1",0
16,51,3,10,50,26,10,"1",0
17,3,3,23,7,29,7,"1",16
17,7,3,32,65,45,76,"1",-44
17,8,3,50,53,75,76,"1",-26
17,10,3,79,89,56,34,"-1",45
17,24,3,46,56,14,23,"-1",23
17,25,3,13,59,14,14,"1",-1
17,28,3,66,66,20,72,"-1",-6
17,30,3,7,21,48,12,"1",-5
17,31,3,25,32,19,87,"-1",-62
17,41,3,80,85,17,65,"-1",15
17,42,3,90,85,13,74,"-1",16
17,43,3,90,84,81,90,"-1",0
17,44,3,9,9,19,12,"1",-3
17,47,3,4,5,20,4,"1",0
17,49,3,0,5,11,0,"1",0
18,6,3,10,15,29,15,"1",-5
18,21,3,89,79,35,79,"-1",10
18,24,3,29,29,14,20,"-1",9
18,25,3,17,12,14,60,"-1",-43
18,28,3,37,37,20,25,"-1",12
18,34,3,0,25,80,20,"1",-20
18,35,3,12,7,17,10,"1",2
18,42,3,15,23,13,25,"-1",-10
18,44,3,15,19,19,10,"1",5
18,48,3,100,55,18,100,"-1",0
19,8,3,56,90,75,65,"1",-9
19,21,3,70,64,35,78,"-1",-8
19,24,3,19,20,14,11,"-1",8
19,25,3,44,42,14,54,"-1",-10
19,28,3,65,67,20,34,"-1",31
19,33,3,90,90,15,65,"-1",25
19,34,3,45,54,80,56,"1",-11
19,36,3,40,76,26,56,"-1",-16
19,37,3,67,48,30,57,"-1",10
19,42,3,99,79,13,78,"-1",21
19,44,3,3,10,19,10,"1",-7
19,47,3,11,36,20,21,"1",-10
19,49,3,20,30,11,11,"-1",9
19,50,3,10,20,38,11,"1",-1
19,51,3,57,45,26,24,"-1",33
20,7,3,50,45,45,45,"-1",5
20,8,3,100,80,75,90,"-1",10
20,10,3,80,80,56,50,"-1",30
20,12,3,100,100,78,100,"-1",0
20,24,3,9,12,14,20,"1",-11
20,26,3,100,100,29,100,"-1",0
20,27,3,0,20,45,20,"1",-20
20,28,3,10,10,20,20,"1",-10
20,29,3,90,90,66,60,"-1",30
20,31,3,0,34,19,100,"1",-100
20,33,3,100,90,15,10,"-1",90
20,36,3,85,80,26,50,"-1",35
20,41,3,50,30,17,50,"-1",0
20,43,3,80,40,81,10,"1",70
20,44,3,20,20,19,19,"-1",1
20,47,3,0,10,20,10,"1",-10
20,49,3,0,20,11,10,"1",-10
20,50,3,0,10,38,0,"1",0
21,8,3,100,70,75,100,"-1",0
21,12,3,100,100,78,100,"-1",0
21,24,3,15,15,14,19,"-1",-4
21,27,3,13,20,45,20,"1",-7
21,28,3,20,20,20,20,"0",0
21,34,3,60,60,80,40,"1",20
21,38,3,100,90,71,100,"-1",0
21,39,3,60,70,43,60,"-1",0
21,42,3,0,40,13,0,"1",0
21,44,3,20,20,19,20,"-1",0
21,48,3,20,24,18,30,"-1",-10
21,50,3,0,70,38,0,"1",0
21,51,3,0,60,26,0,"1",0
22,1,3,68,35,26,60,"-1",8
22,8,3,60,70,75,70,"1",-10
22,26,3,40,40,29,20,"-1",20
22,27,3,25,25,45,50,"1",-25
22,30,3,5,10,48,10,"1",-5
22,33,3,2,2,15,27,"1",-25
22,42,3,55,70,13,20,"-1",35
22,43,3,60,43,81,90,"1",-30
22,45,3,6,12,19,12,"1",-6
22,48,3,0,12,18,0,"1",0
22,51,3,50,26,26,50,"-1",0
23,8,3,80,80,75,80,"-1",0
23,10,3,50,60,56,50,"1",0
23,24,3,100,20,14,20,"-1",80
23,25,3,20,30,14,50,"-1",-30
23,28,3,16,16,20,20,"1",-4
23,30,3,100,50,48,50,"-1",50
23,36,3,50,50,26,80,"-1",-30
23,44,3,20,20,19,20,"-1",0
23,47,3,30,30,20,30,"-1",0
23,48,3,50,30,18,50,"-1",0
23,49,3,30,20,11,50,"-1",-20
23,51,3,50,50,26,30,"-1",20
24,8,3,99,57,75,99,"-1",0
24,9,3,70,30,29,20,"-1",50
24,12,3,100,66,78,80,"-1",20
24,15,3,70,33,60,60,"-1",10
24,19,3,60,50,21,70,"-1",-10
24,20,3,85,45,40,70,"-1",15
24,21,3,30,45,35,12,"1",18
24,24,3,7,17,14,18,"1",-11
24,27,3,90,85,45,90,"-1",0
24,28,3,90,60,20,40,"-1",50
24,29,3,99,65,66,80,"-1",19
24,33,3,80,40,15,50,"-1",30
24,34,3,30,20,80,30,"1",0
24,35,3,65,35,17,20,"-1",45
24,37,3,13,20,30,20,"1",-7
24,41,3,70,50,17,70,"-1",0
24,42,3,0,30,13,80,"1",-80
24,44,3,0,35,19,30,"1",-30
24,47,3,90,40,20,40,"-1",50
24,51,3,0,33,26,0,"1",0
25,1,3,100,20,26,90,"-1",10
25,2,3,80,40,20,80,"-1",0
25,4,3,100,80,78,100,"-1",0
25,5,3,100,100,56,100,"-1",0
25,8,3,100,89,75,100,"-1",0
25,9,3,10,60,29,20,"1",-10
25,10,3,100,20,56,100,"-1",0
25,11,3,100,10,31,80,"-1",20
25,12,3,100,70,78,100,"-1",0
25,13,3,0,2,22,0,"1",0
25,21,3,60,60,35,60,"-1",0
25,24,3,10,4,14,10,"1",0
25,25,3,100,70,14,100,"-1",0
25,26,3,100,70,29,100,"-1",0
25,29,3,99,99,66,100,"-1",-1
25,30,3,100,20,48,40,"-1",60
25,31,3,100,80,19,0,"-1",100
25,32,3,0,45,33,0,"1",0
25,33,3,100,100,15,100,"-1",0
25,38,3,100,95,71,100,"-1",0
25,39,3,100,12,43,100,"-1",0
25,41,3,40,40,17,40,"-1",0
25,42,3,40,40,13,20,"-1",20
25,43,3,100,80,81,100,"-1",0
25,44,3,10,10,19,10,"1",0
25,45,3,100,20,19,100,"-1",0
25,47,3,10,20,20,10,"1",0
25,48,3,100,30,18,100,"-1",0
25,50,3,0,15,38,0,"1",0
26,15,3,50,50,60,90,"1",-40
26,21,3,100,90,35,100,"-1",0
26,24,3,8,5,14,15,"1",-7
26,25,3,0,10,14,0,"1",0
26,27,3,30,40,45,40,"1",-10
26,28,3,60,60,20,20,"-1",40
26,30,3,0,25,48,0,"1",0
26,31,3,10,30,19,20,"1",-10
26,33,3,5,25,15,10,"1",-5
26,39,3,0,20,43,0,"1",0
26,40,3,0,10,21,0,"1",0
26,41,3,50,5,17,50,"-1",0
26,42,3,5,60,13,5,"1",0
26,43,3,70,40,81,90,"1",-20
26,44,3,10,10,19,15,"1",-5
26,45,3,0,1,19,70,"1",-70
26,47,3,10,25,20,20,"1",-10
26,48,3,5,10,18,20,"1",-15
26,51,3,50,50,26,20,"-1",30
27,3,3,40,0,29,0,"-1",40
27,8,3,100,98,75,100,"-1",0
27,10,3,50,70,56,70,"1",-20
27,15,3,100,90,60,99,"-1",1
27,21,3,80,80,35,100,"-1",-20
27,24,3,12,12,14,11,"1",1
27,25,3,0,70,14,0,"1",0
27,26,3,100,98,29,100,"-1",0
27,28,3,60,60,20,20,"-1",40
27,30,3,0,54,48,0,"1",0
27,34,3,12,12,80,25,"1",-13
27,39,3,90,77,43,20,"-1",70
27,40,3,0,35,21,0,"1",0
27,42,3,10,70,13,20,"1",-10
27,44,3,20,30,19,12,"-1",8
27,45,3,0,12,19,0,"1",0
28,3,3,5,30,29,20,"1",-15
28,4,3,100,90,78,100,"-1",0
28,11,3,50,25,31,10,"-1",40
28,24,3,19,20,14,17,"-1",2
28,25,3,30,45,14,10,"-1",20
28,28,3,20,15,20,18,"0",2
28,30,3,0,8,48,10,"1",-10
28,34,3,90,90,80,70,"-1",20
28,35,3,40,40,17,30,"-1",10
28,37,3,30,30,30,30,"0",0
28,42,3,0,50,13,0,"1",0
28,44,3,14,20,19,20,"1",-6
28,47,3,60,50,20,40,"-1",20
28,48,3,80,60,18,60,"-1",20
28,49,3,50,30,11,10,"-1",40
28,50,3,50,60,38,50,"-1",0
28,51,3,70,60,26,76,"-1",-6
29,1,3,5,5,26,52,"1",-47
29,8,3,50,56,75,48,"1",2
29,15,3,56,60,60,23,"1",33
29,20,3,85,80,40,45,"-1",40
29,28,3,45,50,20,45,"-1",0
29,30,3,45,40,48,80,"1",-35
30,4,3,10,55,78,30,"1",-20
30,8,3,85,85,75,80,"-1",5
30,9,3,25,25,29,10,"1",15
30,12,3,95,95,78,80,"-1",15
30,24,3,14,14,14,19,"0",-5
30,28,3,20,20,20,19,"0",1
30,30,3,15,25,48,25,"1",-10
30,32,3,6,6,33,33,"1",-27
30,33,3,42,42,15,64,"-1",-22
30,34,3,75,75,80,75,"1",0
30,37,3,75,75,30,50,"-1",25
30,38,3,100,100,71,100,"-1",0
30,41,3,80,61,17,64,"-1",16
30,42,3,90,58,13,35,"-1",55
30,44,3,22,22,19,12,"-1",10
30,47,3,13,13,20,10,"1",3
30,48,3,40,43,18,23,"-1",17
30,51,3,39,39,26,20,"-1",19
31,8,3,90,90,75,80,"-1",10
31,12,3,80,80,78,88,"-1",-8
31,13,3,10,0,22,0,"1",10
31,24,3,30,30,14,13,"-1",17
31,25,3,30,44,14,15,"-1",15
31,26,3,100,90,29,80,"-1",20
31,27,3,80,74,45,20,"-1",60
31,28,3,10,10,20,19,"1",-9
31,30,3,5,14,48,25,"1",-20
31,33,3,70,30,15,75,"-1",-5
31,34,3,30,24,80,80,"1",-50
31,37,3,80,80,30,25,"-1",55
31,38,3,95,95,71,85,"-1",10
31,39,3,50,24,43,75,"-1",-25
31,41,3,45,65,17,40,"-1",5
31,43,3,60,50,81,100,"1",-40
31,44,3,17,17,19,17,"1",0
31,45,3,35,15,19,25,"-1",10
31,51,3,70,70,26,75,"-1",-5
32,1,3,50,60,26,42,"-1",8
32,3,3,20,60,29,34,"1",-14
32,18,3,90,80,82,56,"-1",34
32,21,3,80,100,35,26,"-1",54
32,24,3,0,23,14,34,"1",-34
32,27,3,90,100,45,75,"-1",15
32,33,3,10,40,15,45,"1",-35
32,37,3,60,60,30,45,"-1",15
32,38,3,100,100,71,35,"-1",65
32,39,3,0,36,43,19,"1",-19
32,42,3,44,37,13,37,"-1",7
32,43,3,50,50,81,35,"1",15
32,48,3,0,3,18,56,"1",-56
32,49,3,15,40,11,26,"-1",-11
33,4,3,70,50,78,55,"1",15
33,8,3,100,90,75,100,"-1",0
33,24,3,15,15,14,15,"-1",0
33,26,3,100,80,29,100,"-1",0
33,32,3,30,15,33,90,"1",-60
33,33,3,40,50,15,40,"-1",0
33,40,3,5,25,21,10,"1",-5
33,42,3,50,20,13,40,"-1",10
33,43,3,80,50,81,90,"1",-10
33,44,3,20,20,19,20,"-1",0
33,45,3,2,5,19,3,"1",-1
33,47,3,10,60,20,20,"1",-10
33,50,3,40,20,38,40,"-1",0
33,51,3,5,80,26,5,"1",0
34,3,3,0,25,29,5,"1",-5
34,4,3,100,95,78,75,"-1",25
34,8,3,80,68,75,80,"-1",0
34,12,3,100,100,78,80,"-1",20
34,24,3,10,36,14,15,"1",-5
34,25,3,0,25,14,5,"1",-5
34,26,3,100,80,29,85,"-1",15
34,28,3,50,50,20,12,"-1",38
34,29,3,95,85,66,40,"-1",55
34,30,3,45,59,48,75,"1",-30
34,33,3,100,5,15,5,"-1",95
34,34,3,1,7,80,5,"1",-4
34,37,3,75,50,30,15,"-1",60
34,38,3,100,98,71,85,"-1",15
34,41,3,85,95,17,60,"-1",25
34,42,3,10,12,13,15,"1",-5
34,44,3,0,15,19,15,"1",-15
34,47,3,0,25,20,0,"1",0
34,49,3,0,15,11,0,"1",0
34,50,3,0,7,38,0,"1",0
34,51,3,0,25,26,5,"1",-5
35,10,3,30,60,56,30,"1",0
35,16,3,80,45,26,80,"-1",0
35,22,3,80,70,60,30,"-1",50
35,23,3,90,75,71,100,"-1",-10
35,24,3,55,30,14,30,"-1",25
35,27,3,75,75,45,75,"-1",0
35,28,3,35,60,20,20,"-1",15
35,34,3,70,60,80,75,"1",-5
35,36,3,75,40,26,50,"-1",25
35,39,3,0,75,43,0,"1",0
35,42,3,0,60,13,0,"1",0
35,44,3,40,20,19,20,"-1",20
35,48,3,50,40,18,20,"-1",30
35,49,3,0,10,11,0,"1",0
35,50,3,0,70,38,0,"1",0
35,51,3,0,60,26,0,"1",0
36,29,3,90,90,66,79,"-1",11
36,34,3,1,13,80,35,"1",-34
36,48,3,14,24,18,23,"1",-9
36,51,3,35,67,26,36,"-1",-1
37,4,3,100,80,78,100,"-1",0
37,7,3,0,56,45,5,"1",-5
37,14,3,10,10,41,10,"1",0
37,15,3,65,45,60,45,"-1",20
37,21,3,25,25,35,25,"1",0
37,23,3,90,60,71,80,"-1",10
37,24,3,15,15,14,20,"-1",-5
37,26,3,80,65,29,100,"-1",-20
37,27,3,15,30,45,25,"1",-10
37,28,3,23,25,20,25,"-1",-2
37,29,3,35,45,66,60,"1",-25
37,32,3,100,25,33,100,"-1",0
37,33,3,100,40,15,100,"-1",0
37,34,3,4,11,80,0,"1",4
37,36,3,75,75,26,65,"-1",10
37,37,3,85,85,30,69,"-1",16
37,39,3,100,50,43,100,"-1",0
37,40,3,100,55,21,100,"-1",0
37,41,3,100,70,17,80,"-1",20
37,42,3,15,38,13,60,"-1",-45
37,43,3,100,80,81,100,"-1",0
37,44,3,5,5,19,10,"1",-5
37,45,3,15,28,19,5,"1",10
37,47,3,0,22,20,0,"1",0
37,50,3,0,40,38,0,"1",0
37,51,3,60,60,26,60,"-1",0
38,9,3,50,11,29,50,"-1",0
38,25,3,5,66,14,25,"1",-20
38,27,3,1,13,45,5,"1",-4
38,36,3,20,43,26,15,"1",5
38,41,3,100,70,17,100,"-1",0
38,42,3,100,80,13,45,"-1",55
38,43,3,36,45,81,31,"1",5
38,48,3,5,25,18,1,"1",4
38,51,3,50,50,26,50,"-1",0
39,3,3,20,0,29,10,"1",10
39,5,3,10,10,56,30,"1",-20
39,11,3,60,60,31,20,"-1",40
39,13,3,15,10,22,10,"1",5
39,24,3,30,20,14,25,"-1",5
39,28,3,20,15,20,20,"0",0
39,30,3,30,40,48,30,"1",0
39,31,3,100,90,19,10,"-1",90
39,35,3,50,40,17,70,"-1",-20
39,44,3,0,5,19,10,"1",-10
39,46,3,50,40,45,40,"-1",10
39,47,3,20,25,20,20,"0",0
39,48,3,10,60,18,20,"1",-10
39,51,3,90,70,26,80,"-1",10
40,1,3,50,50,26,50,"-1",0
40,3,3,0,75,29,0,"1",0
40,6,3,0,20,29,0,"1",0
40,9,3,15,20,29,0,"1",15
40,10,3,99,99,56,99,"-1",0
40,11,3,0,30,31,0,"1",0
40,12,3,100,100,78,99,"-1",1
40,13,3,0,6,22,0,"1",0
40,15,3,75,75,60,80,"-1",-5
40,16,3,0,0,26,0,"1",0
40,17,3,0,60,43,0,"1",0
40,19,3,0,30,21,0,"1",0
40,20,3,0,50,40,0,"1",0
40,21,3,80,80,35,80,"-1",0
40,24,3,98,98,14,75,"-1",23
40,25,3,0,60,14,0,"1",0
40,26,3,0,98,29,0,"1",0
40,27,3,25,25,45,75,"1",-50
40,28,3,99,99,20,75,"-1",24
40,30,3,0,50,48,0,"1",0
40,31,3,99,50,19,0,"-1",99
40,32,3,15,10,33,20,"1",-5
40,33,3,25,50,15,15,"-1",10
40,35,3,0,80,17,15,"1",-15
40,39,3,0,80,43,0,"1",0
40,41,3,97,97,17,80,"-1",17
40,42,3,99,95,13,80,"-1",19
40,43,3,99,80,81,98,"-1",1
40,44,3,75,50,19,80,"-1",-5
40,46,3,15,80,45,15,"1",0
40,47,3,0,30,20,25,"1",-25
40,48,3,15,15,18,0,"1",15
40,49,3,0,0,11,0,"1",0
40,50,3,0,50,38,0,"1",0
40,51,3,0,45,26,0,"1",0
41,8,3,90,90,75,55,"-1",35
41,12,3,0,98,78,0,"1",0
41,24,3,30,40,14,20,"-1",10
41,26,3,99,89,29,90,"-1",9
41,28,3,30,29,20,19,"-1",11
41,32,3,100,70,33,99,"-1",1
41,33,3,70,80,15,40,"-1",30
41,37,3,10,15,30,20,"1",-10
41,38,3,70,78,71,90,"1",-20
41,41,3,80,40,17,95,"-1",-15
41,42,3,100,88,13,90,"-1",10
41,44,3,10,13,19,17,"1",-7
41,45,3,70,60,19,30,"-1",40
41,47,3,1,12,20,10,"1",-9
41,48,3,25,30,18,45,"-1",-20
41,49,3,15,20,11,9,"-1",6
41,51,3,50,50,26,70,"-1",-20
42,20,3,0,21,40,0,"1",0
42,24,3,14,14,14,15,"0",-1
42,25,3,50,28,14,50,"-1",0
42,28,3,19,19,20,20,"1",-1
42,29,3,30,46,66,25,"1",5
42,30,3,20,23,48,50,"1",-30
42,33,3,70,40,15,20,"-1",50
42,34,3,20,20,80,39,"1",-19
42,37,3,65,65,30,30,"-1",35
42,41,3,0,29,17,36,"1",-36
42,42,3,50,35,13,20,"-1",30
42,43,3,40,45,81,80,"1",-40
42,44,3,20,20,19,21,"-1",-1
42,47,3,50,43,20,16,"-1",34
42,50,3,0,22,38,5,"1",-5
42,51,3,20,45,26,56,"1",-36
43,12,3,99,99,78,100,"-1",-1
43,14,3,89,25,41,87,"-1",2
43,15,3,89,55,60,89,"-1",0
43,21,3,36,55,35,55,"-1",-19
43,24,3,23,45,14,14,"-1",9
43,26,3,88,91,29,89,"-1",-1
43,28,3,19,19,20,23,"1",-4
43,30,3,23,13,48,0,"1",23
43,34,3,3,15,80,0,"1",3
43,37,3,45,45,30,25,"-1",20
43,39,3,85,55,43,89,"-1",-4
43,41,3,25,50,17,0,"-1",25
43,42,3,87,55,13,56,"-1",31
43,44,3,25,25,19,25,"-1",0
